Accession number	n-region count	h-region count	c-region count	SP type
M0MBX8	11	16	0	TATLIPO
M0MK63	17	20	4	TAT
M0MBW0	7	16	0	TATLIPO
M0MDG8	5	15	0	TATLIPO
M0M9K0	7	19	0	LIPO
M0MAG1	10	16	0	TATLIPO
M0MF70	24	19	5	TAT
M0MFT1	2	17	0	TATLIPO
M0MJ10	2	14	6	SP
M0MMH0	5	16	0	TATLIPO
M0MAU7	4	16	7	SP
M0MBF8	3	21	6	SP
M0MBV7	5	14	0	TATLIPO
M0MHW3	16	19	5	TAT
M0MHX6	9	15	0	TATLIPO
M0MJW6	14	15	0	TATLIPO
M0MKB5	3	15	0	LIPO
M0MNZ3	1	1	2	SP
M0MP72	9	28	0	LIPO
M0MQC2	15	15	0	TATLIPO
M0ME06	18	15	5	TAT
M0MGK9	1	8	0	LIPO
M0MQ05	7	15	7	SP
M0MQE8	19	15	0	TATLIPO
M0MCC8	5	14	0	TATLIPO
M0MDH6	29	20	4	TAT
M0MIJ5	1	12	12	SP
M0MJ74	4	15	0	LIPO
M0MDM5	7	16	0	LIPO
M0MIG0	5	15	0	TATLIPO
M0MRP0	16	15	0	TATLIPO
M0MAK8	3	13	0	LIPO
M0MMN6	3	15	0	LIPO
M0MPI0	2	1	4	SP
M0MCQ0	2	4	5	SP
M0MFC9	5	17	0	TATLIPO
M0MHL6	12	18	0	TATLIPO
M0MI70	3	16	0	LIPO
M0MKI2	15	16	4	TAT
M0MMH8	9	16	4	TAT
M0MNG4	11	16	4	TAT
M0MBK4	13	16	5	SP
M0MEG1	1	12	0	LIPO
M0MH50	13	16	0	TATLIPO
M0MJ41	16	20	4	SP
M0MK30	11	14	0	TATLIPO
M0MSJ8	7	18	3	TAT
M0MBE8	2	19	0	LIPO
M0MG64	15	16	0	TATLIPO
M0MGJ0	1	7	7	SP
M0MGR2	2	17	7	SP
M0MAC7	6	18	7	SP
M0MCY8	5	19	3	SP
M0MF00	17	20	0	LIPO
M0MIU4	13	16	6	SP
M0ML12	51	17	1	TAT
M0ML84	3	18	9	SP
M0MEB0	8	17	4	TAT
M0MKE6	3	14	0	LIPO
M0MKG5	14	14	0	TATLIPO
M0MKQ5	5	15	5	TAT
M0MKR4	5	15	0	TATLIPO
M0MKS2	1	11	5	SP
M0MQP5	15	19	5	TAT
M0MJ14	9	21	4	SP
M0MR09	27	16	0	TATLIPO
M0MFM3	5	16	5	SP
M0MHY5	8	16	0	LIPO
M0MI19	20	18	5	TAT
M0MMT1	8	11	3	SP
M0MNV3	16	15	5	TAT
M0MRA3	53	67	67	TAT
M0MCQ6	2	15	3	SP
M0MLB4	17	16	4	TAT
M0MMV2	13	15	0	TATLIPO
M0MN32	3	16	0	LIPO
M0MQ84	40	20	5	TAT
M0MDS5	5	15	0	TATLIPO
M0MHZ2	9	15	0	TATLIPO
M0MJE6	5	15	0	LIPO
M0MJQ1	3	13	6	SP
