Accession number	n-region count	h-region count	c-region count	SP type
A0A6A7LFP1	5	16	7	SP
A0A6A7LHD1	5	18	4	SP
A0A6A7LHE8	2	9	5	SP
A0A6A7LIF0	2	15	12	SP
A0A6A7LIF1	13	17	7	SP
A0A6A7LK81	3	17	9	SP
A0A6A7LKS1	4	22	6	SP
A0A6A7LM84	4	19	6	SP
A0A6A7LCA9	3	17	5	SP
A0A6A7LDH0	5	16	11	SP
A0A6A7LFV0	12	23	6	SP
A0A6A7LH65	6	15	13	SP
A0A6A7LHZ0	3	15	3	SP
A0A6A7LKL1	6	16	5	SP
A0A6A7LMB2	2	6	6	SP
A0A6A7LCM6	2	16	5	SP
A0A6A7LDW9	5	23	5	SP
A0A6A7LFL3	10	15	0	SP
A0A6A7LGD9	7	17	11	SP
A0A6A7LIV2	5	18	13	SP
A0A6A7LJ47	2	11	7	SP
A0A6A7LM16	1	5	4	SP
A0A6A7LBW2	4	13	5	SP
A0A6A7LF05	8	19	8	SP
A0A6A7LIS1	7	17	11	SP
A0A6A7LJ15	4	19	7	SP
A0A6A7LLH0	19	22	4	TAT
A0A6A7LMV5	2	12	4	SP
A0A6A7LBG1	3	24	5	SP
A0A6A7LBY1	2	15	8	SP
A0A6A7LEL7	9	15	5	SP
A0A6A7LFI5	5	18	7	SP
A0A6A7LGR5	7	18	4	SP
A0A6A7LI98	3	16	5	SP
A0A6A7LJR0	2	13	5	SP
A0A6A7LKP5	6	21	4	SP
A0A6A7LL82	2	12	8	SP
A0A6A7LL87	4	15	7	SP
A0A6A7LLM0	3	12	7	SP
A0A6A7LEX3	15	21	4	SP
A0A6A7LGG2	5	19	6	SP
A0A6A7LIB8	3	12	5	SP
A0A6A7LID9	4	16	5	SP
A0A6A7LKF7	11	18	10	SP
A0A6A7LED5	4	18	7	SP
A0A6A7LF31	7	18	7	LIPO
A0A6A7LFE5	9	19	5	SP
A0A6A7LGH5	2	18	4	SP
A0A6A7LGP3	7	21	5	SP
A0A6A7LJ41	13	23	4	SP
A0A6A7LLC4	3	21	4	SP
A0A6A7LFU9	3	11	4	SP
A0A6A7LH59	6	15	7	SP
A0A6A7LHE3	3	17	9	SP
A0A6A7LJR7	19	22	5	TAT
A0A6A7LBJ4	13	14	7	SP
A0A6A7LDE9	17	16	7	SP
A0A6A7LDW7	10	25	5	SP
A0A6A7LEV8	4	20	8	SP
A0A6A7LHK4	4	14	4	SP
A0A6A7LK00	2	16	7	SP
A0A6A7LKS9	12	16	7	SP
A0A6A7LL57	5	18	6	SP
A0A6A7LEC2	3	19	7	SP
A0A6A7LHL5	3	17	6	SP
A0A6A7LIV4	2	17	8	SP
A0A6A7LKM7	4	19	7	SP
A0A6A7LCM5	2	24	6	SP
A0A6A7LF90	8	19	6	SP
A0A6A7LFC5	3	25	4	SP
