Accession number	n-region count	h-region count	c-region count	SP type
A0A162FI04	5	15	5	SP
A0A166AAU9	23	18	7	SP
A0A166CRT8	4	20	7	SP
A0A166EV02	10	16	5	SP
A0A165YUM0	4	15	6	SP
A0A165ZT14	17	15	6	SP
A0A166DB76	9	14	7	SP
A0A166E2B6	4	17	0	LIPO
A0A166ET36	5	15	3	SP
A0A166F973	6	17	0	LIPO
A0A165Z9R6	9	16	8	SP
A0A165ZRG1	2	9	5	SP
A0A166CST7	30	16	4	SP
A0A166DXH2	4	17	4	SP
A0A166A4G9	9	21	7	SP
A0A166AYH3	6	19	6	SP
A0A166DAY6	4	19	5	SP
A0A166EFP0	32	18	5	SP
A0A166F0Y3	23	17	5	SP
A0A165ZES2	11	18	6	SP
A0A166D377	5	16	6	SP
A0A166DAT3	3	14	5	SP
A0A166F573	5	15	5	SP
A0A162FIE5	3	14	5	SP
A0A165Z0D9	14	16	5	SP
A0A165ZT02	4	15	6	SP
A0A166C885	4	15	6	SP
A0A166D1Y3	4	15	5	SP
A0A166DAX6	4	15	5	SP
A0A166ET47	4	15	3	SP
A0A166F3U8	4	16	5	SP
A0A166FCW9	1	6	6	SP
A0A162FFE8	3	16	0	LIPO
A0A162FMI3	22	15	5	SP
A0A165ZIG7	5	20	6	SP
A0A165ZK96	6	17	4	SP
A0A166ADR7	3	15	5	SP
A0A166BLG4	4	15	0	LIPO
A0A166DAF9	8	15	6	SP
A0A166F549	4	15	6	SP
A0A166F895	0	16	5	LIPO
A0A162FB26	6	16	5	SP
A0A162FE12	3	15	3	SP
A0A165YXM9	1	2	6	SP
A0A166AQP0	2	10	4	SP
A0A166CCY7	6	16	4	SP
A0A166CWU9	5	17	6	SP
A0A166DAU3	3	12	4	SP
A0A166EPY0	5	16	5	SP
A0A166EWQ8	6	13	7	SP
A0A162FCN4	7	15	5	SP
A0A165Z8D0	2	12	5	SP
A0A166A1I8	4	16	5	SP
A0A166A6F2	11	15	5	SP
A0A166CJ63	13	16	4	SP
A0A165ZA43	0	14	5	LIPO
A0A166A7C9	15	18	5	SP
A0A166C822	2	10	6	SP
A0A166CA04	4	18	5	SP
A0A166CPX8	15	20	5	SP
A0A166CSL0	3	17	4	SP
A0A162FMC9	4	15	6	SP
A0A165YYI8	14	16	4	SP
A0A166AJR3	22	18	5	SP
A0A166DS80	7	17	0	LIPO
A0A166ESS7	25	40	44	SP
A0A166CP13	3	19	5	SP
A0A166EV19	6	16	5	SP
A0A165YZ02	14	16	5	SP
A0A166APH3	0	13	11	LIPO
A0A166CCU1	2	9	6	SP
A0A166DAW5	2	8	6	SP
A0A166DB65	12	18	5	SP
A0A166DEV3	2	13	4	SP
A0A166F1C6	13	16	5	SP
A0A166FBD2	4	15	7	SP
A0A162FKT2	14	16	4	SP
A0A162FL76	11	15	5	SP
A0A165YZH0	8	18	5	SP
A0A166C105	8	15	5	SP
A0A166CIK2	14	16	4	SP
A0A166EV13	5	16	5	SP
A0A166C7R0	4	15	6	SP
A0A166DB95	5	17	3	SP
A0A166EUM9	3	18	5	SP
A0A166F4Y6	4	14	6	SP
A0A166F608	14	16	5	SP
A0A165ZE90	5	22	4	SP
A0A166D151	4	17	6	SP
A0A166DJ27	9	15	4	SP
A0A166C0Q4	15	21	5	SP
A0A166FDU9	8	0	0	PILIN
A0A165ZD10	10	0	0	PILIN
A0A166D1Z7	8	0	0	PILIN
A0A166D212	16	0	0	PILIN
