Accession number	n-region count	h-region count	c-region count	SP type
Q12UD8	2	13	4	SP
Q12V05	5	20	3	SP
Q12W59	4	17	0	LIPO
Q12WP5	2	13	6	SP
Q12X04	4	16	6	SP
Q12X79	3	18	0	LIPO
Q12Y35	6	16	0	LIPO
Q12Y39	6	22	0	LIPO
Q12Z25	2	15	6	SP
Q12ZA3	12	14	4	SP
Q12UP2	6	17	0	LIPO
Q12V17	7	17	0	LIPO
Q12W23	5	17	0	LIPO
Q12WZ0	6	18	5	SP
Q12YJ0	6	16	0	LIPO
Q12UD7	5	13	4	SP
Q12UY7	6	19	5	SP
Q12V14	3	18	3	SP
Q12VX7	2	17	4	SP
Q12WQ2	17	17	0	LIPO
Q12V12	4	12	5	SP
Q12WY8	13	18	4	SP
Q12XP2	1	8	0	LIPO
Q12Z85	24	13	4	SP
Q12V11	2	18	5	SP
Q12VC4	2	17	4	SP
Q12WI2	3	17	0	LIPO
Q12WQ5	11	21	0	LIPO
Q12XR3	14	13	6	SP
Q12YT2	4	17	4	SP
Q12Z29	6	19	0	LIPO
Q12US6	3	16	3	SP
Q12V07	10	13	5	SP
Q12XJ3	18	15	4	SP
Q12ZK5	3	21	0	LIPO
Q12TT9	8	17	4	SP
Q12V21	6	20	5	SP
Q12YZ8	2	12	5	SP
Q12ZE8	3	16	3	SP
Q12TE7	7	19	5	SP
Q12UJ2	8	17	5	SP
Q12VJ5	3	18	0	LIPO
Q12W54	6	20	0	LIPO
Q12WY2	5	18	3	SP
Q12Y55	3	32	0	LIPO
Q12YI8	5	16	5	SP
Q12TD4	4	15	5	SP
Q12TJ8	2	12	5	SP
Q12UY4	6	19	0	LIPO
Q12V16	2	16	3	SP
Q12VC6	9	15	0	LIPO
Q12VS3	3	14	5	SP
Q12WA8	6	16	5	SP
Q12XY2	6	15	5	SP
Q12YZ9	3	16	3	SP
Q12Z53	8	14	4	SP
Q12U72	1	9	0	LIPO
Q12VI2	5	13	4	SP
Q12VS0	8	15	5	SP
Q12X11	4	17	4	SP
Q12Y18	4	17	0	LIPO
Q12Y40	4	17	0	LIPO
Q12Y71	5	15	6	SP
Q12YZ7	9	15	5	SP
Q12UI7	3	20	3	SP
Q12V10	5	15	5	SP
Q12V88	10	20	5	SP
Q12X13	5	16	0	LIPO
Q12XA2	6	16	5	SP
Q12YE7	3	12	11	SP
Q12YG4	5	14	8	SP
Q12YI1	4	17	3	SP
Q12Z82	3	15	0	LIPO
Q12ZE7	10	14	4	SP
Q12V37	6	15	6	SP
Q12V87	6	18	5	SP
Q12VI3	5	17	5	SP
Q12X12	7	15	6	SP
Q12X90	19	16	6	SP
Q12YE6	2	17	0	LIPO
Q12YJ3	4	18	0	LIPO
Q12YK1	9	13	3	SP
Q12Z03	3	15	0	LIPO
Q12ZM5	7	18	3	SP
Q12TK5	2	18	0	LIPO
Q12U76	3	17	0	LIPO
Q12V22	4	14	7	SP
Q12VS1	0	16	4	LIPO
Q12VS2	4	17	5	SP
Q12WA9	6	16	5	SP
Q12X03	4	18	4	SP
Q12Y33	10	17	0	LIPO
Q12Z76	13	20	4	SP
Q12TV9	3	15	0	LIPO
Q12U74	4	13	7	SP
Q12UD6	5	19	4	SP
Q12UJ4	8	14	5	SP
Q12VC2	4	20	3	SP
Q12VE2	3	17	3	SP
Q12VE9	6	16	5	SP
Q12X07	2	11	3	SP
Q12X73	4	18	0	LIPO
Q12YU1	10	18	3	SP
Q12Z26	10	18	4	SP
Q12ZP4	4	13	6	SP
Q12X98	3	18	0	LIPO
Q12YK4	4	15	0	LIPO
Q12Z81	5	16	0	LIPO
Q12U40	3	13	0	LIPO
Q12VC5	18	12	5	SP
Q12Y45	4	15	0	LIPO
Q12Y95	3	19	3	SP
Q12YG7	3	18	0	LIPO
Q12ZS2	15	18	3	SP
Q12TM3	6	15	0	LIPO
Q12TV5	6	14	5	SP
Q12Y09	3	18	0	LIPO
Q12Y76	3	14	9	SP
Q12YK8	11	15	3	SP
Q12Z44	2	16	5	SP
Q12Z78	3	14	5	SP
Q12Z79	2	16	5	SP
Q12ZN8	6	15	5	SP
Q12TY7	4	15	3	SP
Q12UL6	3	16	4	SP
Q12US5	3	17	0	LIPO
Q12UU6	4	14	4	SP
Q12V13	3	13	6	SP
Q12V93	5	18	4	SP
Q12WU8	3	14	5	SP
Q12WV5	4	19	0	LIPO
Q12Y11	11	15	5	SP
Q12Y38	8	16	4	SP
Q12TU0	12	22	5	SP
Q12TZ1	12	16	6	SP
Q12UL0	15	15	5	SP
Q12US8	3	12	5	SP
Q12V23	3	13	6	SP
Q12XI4	2	20	3	SP
Q12XZ7	4	13	5	SP
Q12YM4	5	17	4	SP
Q12YS3	5	16	0	LIPO
Q12TF1	2	15	4	SP
Q12V91	3	15	4	SP
Q12WY7	5	18	5	SP
Q12X16	3	9	5	SP
Q12X46	2	17	0	LIPO
Q12XJ1	12	14	5	SP
Q12XW3	5	19	0	LIPO
Q12Y34	6	18	5	SP
Q12YG6	4	16	5	SP
Q12ZI3	8	19	4	SP
Q12TL9	2	17	0	LIPO
Q12UU4	12	15	0	LIPO
Q12V90	7	17	5	SP
Q12VE3	4	16	0	LIPO
Q12WU9	4	14	3	SP
Q12XY3	3	17	3	SP
Q12ZP5	4	13	6	SP
Q12UD9	6	18	5	SP
Q12VK1	2	16	5	SP
Q12XE7	5	20	3	SP
Q12XL0	10	17	4	SP
Q12YY9	7	22	3	SP
Q12U83	13	18	6	SP
Q12V94	5	16	0	LIPO
Q12X72	3	17	0	LIPO
Q12YY5	13	0	0	PILIN
Q12VY3	5	0	0	PILIN
Q12YY4	11	0	0	PILIN
Q12ZK4	14	0	0	PILIN
A0A0F7PFG7	3	16	0	LIPO
A0A0F7PFW3	4	15	0	LIPO
A0A0F7P955	3	15	0	LIPO
A0A0F7P9P3	1	6	5	SP
A0A0F7PA11	4	15	9	SP
A0A0F7PC37	9	15	0	TATLIPO
A0A0F7PFD6	7	15	0	TATLIPO
A0A0F7P6Q6	13	14	0	TATLIPO
A0A0F7PD38	12	15	0	TATLIPO
A0A0F7P7X6	7	18	7	SP
