Accession number	n-region count	h-region count	c-region count	SP type
A0A166SFM0	4	16	6	SP
A0A166T659	11	16	4	TAT
A0A166TYR7	5	18	0	TATLIPO
A0A166U2H8	14	14	5	TAT
A0A166U4A3	6	15	0	TATLIPO
A0A161XMI5	5	16	3	TAT
A0A166RVT9	5	14	4	TAT
A0A166SB16	3	18	4	SP
A0A166T6K5	7	19	9	TAT
A0A166T9F1	7	18	5	SP
A0A166U1B4	25	16	5	TAT
A0A161XMY5	14	17	2	TAT
A0A161XPM9	19	19	5	TAT
A0A161XS39	7	15	0	TATLIPO
A0A166RPL8	7	19	0	TATLIPO
A0A166RQC6	2	10	4	SP
A0A161ZI20	2	15	7	SP
A0A166RBL8	20	23	6	TAT
A0A166S522	13	15	4	TAT
A0A166SZ59	2	16	0	TATLIPO
A0A166T7L6	2	19	0	TATLIPO
A0A166TGT8	4	16	4	SP
A0A166TRA6	2	13	5	SP
A0A166U033	5	15	0	LIPO
A0A161XSW9	2	10	5	SP
A0A166R821	11	17	4	SP
A0A166TJA1	14	15	0	TATLIPO
A0A166TQ55	8	15	0	TATLIPO
A0A169WXU6	13	15	4	TAT
A0A166RKR9	2	14	7	SP
A0A166SJQ9	3	15	6	SP
A0A166TYB4	3	15	0	LIPO
A0A161XPC9	3	20	5	SP
A0A166RQ28	2	14	4	SP
A0A166RZC2	20	15	5	TAT
A0A166SUP1	6	20	4	TAT
A0A166SEX7	16	13	6	SP
A0A166SXZ7	1	8	0	LIPO
A0A166TSE2	22	15	0	TATLIPO
A0A161ZHS6	16	19	5	TAT
A0A166RUQ9	7	18	3	TAT
A0A166RV88	9	15	0	TATLIPO
A0A166S0M3	6	17	12	SP
A0A166S697	16	16	0	TATLIPO
A0A166TGM3	3	18	4	SP
A0A166TZA5	14	16	5	TAT
A0A166U0H9	8	21	7	SP
A0A161ZHI3	6	18	4	SP
A0A161ZJH9	30	19	0	TATLIPO
A0A166RGA6	2	15	0	LIPO
A0A166TMU5	15	16	0	TATLIPO
A0A166TQJ8	2	10	5	SP
A0A161XQ92	6	16	0	TATLIPO
A0A161ZL36	5	14	0	TATLIPO
A0A161ZRB1	29	18	3	TAT
A0A166SDT8	14	19	5	TAT
A0A166SEN6	3	13	3	SP
A0A166TFT4	8	20	7	TAT
A0A166RKQ0	2	15	5	SP
A0A166SDA0	4	19	7	SP
A0A166SJH6	5	15	6	SP
A0A169WXT9	15	15	0	TATLIPO
A0A161XDP9	2	9	5	SP
A0A166RD43	2	14	7	SP
A0A166RWP6	23	16	0	TATLIPO
A0A166S7I3	21	17	4	TAT
A0A166SZ74	28	21	7	TAT
A0A166TP06	10	14	4	TAT
A0A166RFQ8	5	15	0	TATLIPO
A0A166SC86	7	18	0	TATLIPO
A0A166SW48	12	16	0	TATLIPO
A0A166TF92	11	14	3	TAT
A0A166RBL0	12	16	0	TATLIPO
A0A166SM52	3	15	0	LIPO
A0A161XK04	8	18	0	TATLIPO
A0A166SL29	9	15	0	TATLIPO
A0A166SWA0	2	15	0	LIPO
A0A166T4N5	9	15	0	TATLIPO
A0A166U6E4	7	20	3	SP
A0A161XE42	10	15	4	TAT
A0A161ZJ35	2	14	4	SP
A0A161ZKN2	8	12	0	TATLIPO
A0A166SY91	1	3	5	SP
A0A166TMU0	11	12	0	TATLIPO
A0A166TX23	1	8	6	SP
A0A166R5F6	14	15	4	TAT
A0A166R9H2	2	23	6	SP
A0A166RG61	21	19	5	TAT
A0A166RW52	3	14	6	SP
A0A166SC05	8	15	5	TAT
A0A166TDQ0	13	15	0	TATLIPO
A0A166U766	12	17	3	TAT
A0A161ZIN2	13	18	0	TATLIPO
A0A161ZPB0	18	18	3	TAT
A0A166RKN9	24	16	0	TATLIPO
A0A166S816	16	14	0	TATLIPO
A0A161XL36	4	16	0	LIPO
A0A161XQ68	7	20	7	SP
A0A161ZHD4	2	12	0	LIPO
A0A166RHY2	2	12	0	LIPO
A0A166RJN1	12	16	4	TAT
A0A166S7U3	8	13	0	TATLIPO
A0A166SRC5	5	18	0	TATLIPO
A0A166SWH4	11	18	4	TAT
A0A166SWM1	5	16	0	TATLIPO
A0A166SXS7	5	20	4	TAT
A0A166U4L4	11	17	5	TAT
A0A161XER6	18	19	5	TAT
A0A161XPY1	8	12	0	TATLIPO
A0A166RCE5	35	18	4	TAT
A0A166SBL0	15	19	5	TAT
A0A161XL13	5	15	0	TATLIPO
A0A166R9G2	11	15	0	TATLIPO
A0A166RF74	3	16	6	SP
A0A166RQ96	9	15	0	TATLIPO
A0A166S3U9	6	13	7	SP
A0A166S7T8	8	13	0	TATLIPO
A0A166SL97	8	12	0	TATLIPO
A0A166SSR9	2	14	5	SP
A0A166T9C9	12	14	3	TAT
A0A166TE09	5	20	7	SP
A0A161XK72	7	18	3	TAT
A0A161XQH5	5	15	0	TATLIPO
A0A166RH82	11	15	0	TATLIPO
A0A166SEI2	13	15	5	TAT
A0A166SG65	8	20	4	TAT
A0A166TLU6	5	16	4	TAT
A0A161ZQW9	6	17	7	SP
A0A166R5P7	10	15	0	TATLIPO
A0A166RBD7	29	18	5	TAT
A0A166RSE2	34	16	9	TAT
A0A166S0C0	1	13	6	SP
A0A166SSK7	7	15	0	TATLIPO
A0A166T6F9	5	18	6	TAT
A0A166TFY8	7	16	4	TAT
A0A166TI87	4	20	7	SP
A0A166U3Y2	23	15	0	TATLIPO
A0A161XMS8	5	17	13	SP
A0A161ZJR3	20	16	0	TATLIPO
A0A161ZLM2	17	16	4	TAT
A0A166TSJ7	2	12	0	LIPO
A0A161XPP9	5	16	0	TATLIPO
A0A161ZQ25	8	13	14	SP
A0A166RFV8	11	18	0	TATLIPO
A0A166SMJ0	5	14	13	SP
A0A166SY95	2	10	6	SP
A0A166THX7	32	20	4	TAT
A0A166U4N0	15	17	2	TAT
A0A161XMQ8	8	18	4	TAT
A0A161ZL76	7	18	5	TAT
A0A166RDC7	10	17	0	TATLIPO
A0A166RTA2	15	16	0	TATLIPO
A0A166RTQ2	12	17	7	SP
A0A166SBP2	2	8	4	SP
A0A166TFG1	2	15	0	LIPO
A0A161XQ76	10	15	0	TATLIPO
A0A166TYM8	2	15	0	LIPO
A0A166R9F1	11	15	0	TATLIPO
A0A166RUG4	10	15	0	TATLIPO
A0A166SWC5	4	12	0	LIPO
A0A166TGN8	3	16	3	SP
A0A166U311	5	14	0	TATLIPO
A0A166U6B5	17	15	0	TATLIPO
A0A161ZLK0	6	19	3	TAT
A0A166RHX3	7	17	4	TAT
A0A166RU68	7	19	5	TAT
A0A169WZ11	1	4	4	SP
