Accession number	n-region count	h-region count	c-region count	SP type
A0A062V5R3	6	17	6	SP
A0A062V651	3	15	5	SP
A0A062VDN3	3	16	0	LIPO
A0A062UUV4	3	17	5	SP
A0A062V186	4	16	4	SP
A0A062V1U7	6	16	4	TAT
A0A062V2D4	5	14	4	SP
A0A062V385	13	23	5	TAT
A0A062V4V9	5	14	3	SP
A0A062V733	3	15	4	SP
A0A062V8X1	25	14	4	SP
A0A062V862	3	16	0	LIPO
A0A062V8G3	4	16	6	SP
A0A062VBE4	3	15	5	SP
A0A062UXW1	3	11	6	SP
A0A062V0D5	7	15	4	SP
A0A062V1K6	3	19	0	LIPO
A0A062V256	2	12	5	SP
A0A062V2D6	15	15	3	SP
A0A062V3A0	5	12	5	SP
A0A062V4P1	4	16	5	SP
A0A062V6X9	6	14	6	SP
A0A062VAP7	3	16	4	SP
A0A062V5P7	2	16	6	SP
A0A062V5W9	19	14	5	SP
A0A062V7A3	9	14	4	SP
A0A062V8D4	7	17	3	SP
A0A062V2F7	3	12	4	SP
A0A062V433	3	18	3	SP
A0A062V4N2	7	16	0	LIPO
A0A062V652	8	20	0	LIPO
A0A062V8C9	8	17	7	SP
A0A062V8L2	2	13	4	SP
A0A062VBJ5	7	13	5	SP
A0A062V092	4	18	7	SP
A0A062V4Z8	3	16	5	SP
A0A062V5M8	14	15	5	SP
A0A062V6W7	4	16	6	SP
A0A062V766	3	15	5	SP
A0A062V7J0	18	19	0	LIPO
A0A062V7R1	5	16	0	LIPO
A0A062VAS5	4	14	5	SP
A0A062VBL3	2	16	0	LIPO
A0A062UUA1	9	17	5	SP
A0A062V141	4	37	5	SP
A0A062V1A7	6	17	4	SP
A0A062V1F7	4	16	0	LIPO
A0A062V540	3	17	5	SP
A0A062V5W4	13	15	4	SP
A0A062V623	3	17	0	LIPO
A0A062V6Q3	3	13	0	LIPO
A0A062V8W3	7	17	3	SP
A0A062V9G0	3	16	4	SP
A0A062V9M4	6	14	5	SP
A0A062VA80	14	16	5	SP
A0A062V3K5	4	13	5	SP
A0A062V673	13	14	5	SP
A0A062V6P1	5	16	6	SP
A0A062V760	3	16	4	SP
A0A062VAW7	6	17	5	SP
A0A062VCA8	11	22	5	TAT
A0A062VDL6	3	17	6	SP
A0A062V0N3	2	13	4	SP
A0A062V1W3	7	14	6	SP
A0A062V3A2	24	21	5	TAT
A0A062V4G8	4	14	3	SP
A0A062V5F4	3	16	3	SP
A0A062V7D5	3	18	4	SP
A0A062VDD1	4	12	5	SP
A0A062V378	4	17	0	LIPO
A0A062V5T0	19	14	5	SP
A0A062VD28	4	14	5	SP
A0A062UVE9	4	18	0	LIPO
A0A062V3B3	16	16	0	LIPO
A0A062V4U7	8	14	3	SP
A0A062V6Y7	3	15	5	SP
A0A062V7J2	2	12	4	SP
A0A062V8H5	3	15	3	SP
A0A062VA66	10	15	5	SP
A0A062UXS0	5	18	4	SP
A0A062UZ02	3	15	6	SP
A0A062V3E8	20	15	5	TAT
A0A062V3N6	5	22	4	SP
A0A062V4L1	4	14	9	SP
A0A062V9G7	3	12	5	SP
A0A062V9V7	6	18	5	SP
A0A062VAQ9	4	15	4	SP
A0A062VBL1	4	15	0	LIPO
A0A062VCB9	11	22	5	TAT
A0A062UUW7	4	19	4	SP
A0A062UW00	6	16	5	SP
A0A062V5D8	3	14	7	SP
A0A062V767	4	13	4	SP
A0A062UX12	4	16	5	SP
A0A062UYZ5	12	14	7	SP
A0A062V2P8	5	16	5	SP
A0A062V3H8	3	14	4	SP
A0A062V5K4	13	16	6	SP
A0A062VAP4	28	19	7	SP
A0A062VBA6	5	15	8	SP
A0A062VC87	7	16	0	LIPO
A0A062VCE0	5	13	4	SP
A0A062VCU8	3	14	3	SP
A0A062UTN1	2	13	3	SP
A0A062UZU2	4	19	5	SP
A0A062V487	12	16	5	SP
A0A062V4M6	4	15	5	SP
A0A062V8N4	4	15	6	SP
A0A062UWJ0	3	16	0	LIPO
A0A062UZ85	3	11	5	SP
A0A062V6A5	4	15	0	LIPO
A0A062V7N7	3	14	5	SP
A0A062V889	4	15	5	SP
A0A062V8L9	2	12	5	SP
A0A062V981	3	17	0	LIPO
A0A062VD06	4	17	4	SP
A0A062VDA2	3	14	6	SP
A0A062VDT6	10	15	7	SP
A0A062VE93	2	15	6	SP
A0A062V0E6	3	17	0	LIPO
A0A062V2A9	4	15	6	SP
A0A062V348	6	18	3	SP
A0A062V563	2	17	4	SP
A0A062V8A2	7	16	4	SP
A0A062V8H2	2	13	5	SP
A0A062V8N5	13	14	0	LIPO
A0A062V1W9	3	16	5	SP
A0A062V4N6	6	17	3	SP
A0A062VBX4	3	19	5	SP
A0A062V0X8	20	13	5	SP
A0A062V4J1	6	17	8	SP
A0A062V6Z4	3	14	4	SP
A0A062V9X9	2	17	4	SP
A0A062VCR3	3	13	8	SP
A0A062UVA6	2	18	3	SP
A0A062UZR1	7	17	5	SP
A0A062V2B5	4	13	5	SP
A0A062V9L5	9	21	0	LIPO
A0A062VEF6	2	7	6	SP
A0A062UV35	7	16	9	SP
A0A062V2M8	3	14	5	SP
A0A062V3P6	3	15	5	SP
A0A062V717	6	19	5	SP
A0A062V7K3	3	20	0	LIPO
A0A062VBS9	4	14	0	LIPO
A0A062VC90	15	15	3	SP
A0A062V077	4	16	7	SP
A0A062V1S1	6	14	3	SP
A0A062V3D8	19	13	4	SP
A0A062VE82	6	12	6	SP
A0A062VEP9	3	17	6	SP
