Accession number	n-region count	h-region count	c-region count	SP type
A0A1G8SRG0	8	15	0	TATLIPO
A0A1G8SSZ6	29	20	5	TAT
A0A1G8VRQ3	5	15	5	TAT
A0A1G8W3B1	6	16	0	LIPO
A0A1G8WYH3	15	15	0	TATLIPO
A0A1G8RSQ9	12	15	0	TATLIPO
A0A1G8SWA9	6	16	4	TAT
A0A1G8TGY2	13	19	0	LIPO
A0A1G9A0L3	5	19	3	TAT
A0A1G8W7P6	4	15	0	TATLIPO
A0A1G8WM07	10	16	0	TATLIPO
A0A1G8XJ49	5	17	5	TAT
A0A1G8XJ62	13	16	0	TATLIPO
A0A1G8Z6Z1	8	17	0	TATLIPO
A0A1G8XSM9	4	15	6	SP
A0A1G8VBX5	5	16	4	TAT
A0A1G8YW81	10	15	0	TATLIPO
A0A1G8SKD6	7	16	0	TATLIPO
A0A1G8V680	10	19	0	LIPO
A0A1G8VTV4	7	15	0	TATLIPO
A0A1G8WRN7	3	16	0	LIPO
A0A1G8YFY3	17	15	0	TATLIPO
A0A1G8Z648	9	15	0	TATLIPO
A0A1G8ZZ64	5	21	5	TAT
A0A1G8S5L9	16	15	0	TATLIPO
A0A1G8X1V9	5	14	0	TATLIPO
A0A1G8Y3K8	5	19	6	TAT
A0A1G8Y4G8	5	15	0	TATLIPO
A0A1G8YFT3	13	20	0	TATLIPO
A0A1G8S300	8	20	5	SP
A0A1G8TEY6	9	18	7	TAT
A0A1G8W450	9	15	0	TATLIPO
A0A1G8X1C8	12	15	0	TATLIPO
A0A1G8YYZ5	4	15	0	LIPO
A0A1G8S594	22	15	0	TATLIPO
A0A1G8SYF1	13	17	6	TAT
A0A1G8TFE8	7	13	0	TATLIPO
A0A1G8U7G3	4	17	4	SP
A0A1G8X0I9	8	15	0	TATLIPO
A0A1G8XJW8	8	15	0	TATLIPO
A0A1G8Y0E0	5	15	0	TATLIPO
A0A1G8YU80	8	12	0	TATLIPO
A0A1G8SWS0	24	19	9	TAT
A0A1G8U436	4	15	6	SP
A0A1G8UFP6	6	18	9	SP
A0A1G8VTL5	5	15	0	TATLIPO
A0A1G8X469	17	16	0	TATLIPO
A0A1G8X598	5	15	0	TATLIPO
A0A1G8S2K8	5	14	0	TATLIPO
A0A1G8S617	19	15	0	TATLIPO
A0A1G8T0M4	13	16	4	TAT
A0A1G8TFZ4	6	15	0	TATLIPO
A0A1G8XV44	6	12	8	SP
A0A1G8Y6G0	13	12	0	TATLIPO
A0A1G8YC77	18	15	0	TATLIPO
A0A1G8VTN5	14	15	0	TATLIPO
A0A1G8W4X8	18	15	0	TATLIPO
A0A1G8X5M9	4	18	7	SP
A0A1G8XV95	12	16	0	LIPO
A0A1G8XWT2	5	15	6	SP
A0A1G8ZIB2	14	15	0	TATLIPO
A0A1G8T4J5	5	15	0	TATLIPO
A0A1G8UAH4	2	3	18	SP
A0A1G8UFX4	22	19	5	TAT
A0A1G8Y067	6	11	0	TATLIPO
A0A1G8ZEF6	9	15	0	TATLIPO
A0A1G8S372	5	15	0	TATLIPO
A0A1G8T332	4	30	0	LIPO
A0A1G8YBB2	1	10	0	LIPO
A0A1G8YPK3	16	14	0	TATLIPO
A0A1G8Z2L9	3	13	0	LIPO
A0A1G8ZF23	8	16	0	TATLIPO
A0A1G8TIB1	27	15	5	SP
A0A1G8TSC0	9	15	0	TATLIPO
A0A1G8WIM2	5	21	5	SP
A0A1G8Y1Y9	15	15	0	TATLIPO
A0A1G8YP59	15	16	0	TATLIPO
A0A1G8SQB8	3	10	4	SP
A0A1G8XIR8	8	15	0	TATLIPO
A0A1G8Y5L9	5	12	0	TATLIPO
A0A1G8S614	11	19	6	TAT
A0A1G8SJS1	5	18	9	TAT
A0A1G8TPZ9	9	13	0	TATLIPO
A0A1G8VE69	9	15	0	TATLIPO
A0A1G8VRG0	11	15	0	TATLIPO
A0A1G8W3X0	8	15	5	SP
A0A1G8WRV5	12	15	0	TATLIPO
A0A1G8RRH0	1	14	0	LIPO
A0A1G8T1U5	11	15	0	TATLIPO
A0A1G8THR4	10	15	0	TATLIPO
A0A1G8TL49	7	16	0	TATLIPO
A0A1G8TPT7	5	15	0	TATLIPO
A0A1G8UD94	2	17	0	LIPO
A0A1G8VRH8	9	15	0	TATLIPO
A0A1G8XFW6	16	19	5	TAT
A0A1G8YBC6	16	15	0	TATLIPO
A0A1G8Z2D7	5	15	0	TATLIPO
A0A1G8SXT4	10	20	6	SP
A0A1G8UCX1	4	16	6	SP
A0A1G8UWE6	5	15	0	TATLIPO
A0A1G8VMW1	9	15	0	TATLIPO
A0A1G8XSX3	14	17	6	TAT
A0A1G8SUZ9	11	22	6	TAT
A0A1G8WI27	3	17	4	SP
A0A1G8X8L9	5	15	0	TATLIPO
