Accession number	n-region count	h-region count	c-region count	SP type
Q58364	14	12	3	SP
Q57806	3	19	0	LIPO
Q58100	4	16	0	LIPO
Q58243	5	18	0	LIPO
Q58793	4	13	4	SP
Q57965	7	14	4	SP
Q58930	3	14	0	LIPO
Q58949	4	17	0	LIPO
Q58005	3	13	5	SP
Q58678	3	11	5	SP
Q58920	24	15	4	SP
Q57736	3	20	6	SP
Q58166	3	13	3	SP
Q58368	3	15	5	SP
Q57723	5	19	0	LIPO
Q58470	0	11	5	LIPO
Q58834	9	14	0	LIPO
Q57852	7	12	5	SP
Q58244	6	14	0	LIPO
Q58282	3	17	0	LIPO
Q58561	10	15	5	SP
Q58768	4	18	0	LIPO
Q58313	8	12	3	SP
Q58377	3	14	0	LIPO
Q58586	4	16	0	LIPO
Q58788	3	14	4	SP
Q58052	5	19	0	LIPO
Q58163	5	17	3	SP
Q57707	3	16	0	LIPO
Q58232	7	16	5	SP
Q58686	3	17	3	SP
Q58791	3	16	5	SP
Q58837	17	19	0	LIPO
Q58956	5	13	3	SP
Q57550	4	16	0	LIPO
Q58677	36	50	0	LIPO
Q58863	3	15	3	SP
Q57861	6	15	5	SP
Q58225	2	19	5	SP
Q58662	3	14	0	LIPO
Q58809	5	14	0	LIPO
Q58901	46	56	60	SP
Q58288	3	17	0	LIPO
Q58538	6	16	0	LIPO
Q58688	4	14	3	SP
Q58995	4	14	3	SP
Q58353	9	16	0	LIPO
Q58205	5	13	4	SP
O53113	3	12	4	SP
Q57737	9	16	5	SP
Q57858	3	19	0	LIPO
Q58355	19	17	0	LIPO
Q58421	15	19	0	LIPO
Q58580	3	17	0	LIPO
Q58165	4	11	11	SP
Q58257	2	20	0	LIPO
Q58714	10	11	5	SP
Q58789	9	18	5	SP
Q58792	5	17	3	SP
Q58865	10	0	0	PILIN
Q60324	8	0	0	PILIN
Q58680	-1	0	0	PILIN
P81322	8	0	0	PILIN
Q58795	13	0	0	PILIN
Q58303	11	0	0	PILIN
Q58302	12	0	0	PILIN
P81323	14	0	0	PILIN
Q58864	11	0	0	PILIN
Q58301	12	0	0	PILIN
Q57873	15	0	0	PILIN
