Accession number	n-region count	h-region count	c-region count	SP type
A0A484I6X3	14	16	10	SP
A0A484I753	11	17	8	SP
A0A484I8I0	8	18	5	SP
A0A484I9H2	6	15	10	SP
A0A484IA22	4	21	10	SP
A0A484IAB0	2	12	3	SP
A0A484IAV5	7	18	7	SP
A0A484IBR0	14	22	7	SP
A0A484IGI8	23	18	8	SP
A0A484IHN1	2	24	13	SP
A0A484I6X4	14	17	11	SP
A0A484I883	16	19	5	SP
A0A484I980	3	20	7	SP
A0A484IAN1	7	19	9	SP
A0A484IBU8	10	19	5	SP
A0A484IH86	5	15	4	SP
A0A484IHI7	12	15	3	SP
A0A484I8C3	4	21	8	SP
A0A484I918	5	19	7	SP
A0A484I993	6	15	6	SP
A0A484IBS0	9	22	5	SP
A0A484ICB5	5	21	7	SP
A0A484ID44	8	14	4	SP
A0A484IE85	3	21	3	SP
A0A484IEN8	10	12	3	SP
A0A484I898	11	12	12	SP
A0A484IBH8	3	16	11	SP
A0A484IC83	3	27	0	LIPO
A0A484ICV8	6	16	3	SP
A0A484IDC5	7	19	7	SP
A0A484IE67	5	17	12	SP
A0A484IFA6	3	19	4	SP
A0A484I8X2	11	15	3	SP
A0A484I947	3	21	6	SP
A0A484IA58	2	6	4	SP
A0A484IAL3	11	19	6	SP
A0A484ID51	2	13	5	SP
A0A484IEZ6	3	14	4	SP
A0A484IF25	3	24	6	SP
A0A484I6E5	9	19	7	SP
A0A484I6R4	5	21	6	SP
A0A484I8T6	9	22	6	SP
A0A484IB33	18	18	3	TAT
A0A484IBR6	5	19	7	SP
A0A484ICV1	5	21	10	SP
A0A484IDI7	6	18	6	SP
A0A484IDZ2	6	16	10	SP
A0A484IIS6	2	14	11	SP
A0A484I7B9	0	0	5	SP
A0A484I7K6	8	17	10	SP
A0A484I897	2	14	4	SP
A0A484I9R2	6	18	9	SP
A0A484IBP2	4	18	9	SP
A0A484IC47	3	18	7	SP
A0A484ICF8	8	19	6	SP
A0A484IEX6	7	20	7	SP
A0A484IGQ2	8	22	6	SP
A0A484IIL3	14	20	8	SP
A0A484I746	7	21	5	SP
A0A484I861	5	16	8	SP
A0A484I9D5	4	21	7	SP
A0A484I4D6	8	19	6	SP
A0A484I736	5	17	9	SP
A0A484I771	5	18	7	SP
A0A484I8Q7	4	24	4	SP
A0A484I970	3	18	9	SP
A0A484IBL7	4	12	3	SP
A0A484ID64	6	19	5	SP
A0A484IDQ4	3	17	7	SP
A0A484IDV2	9	20	7	SP
A0A484IE77	14	18	10	SP
A0A484I432	4	19	9	SP
A0A484I5P3	21	22	4	SP
A0A484I781	6	19	5	SP
A0A484ICI2	11	20	6	SP
A0A484ICN1	5	21	6	SP
A0A484IF02	2	18	8	LIPO
A0A484IF95	8	18	6	SP
A0A484IFM4	3	18	7	SP
A0A484I487	7	13	4	SP
A0A484I6V1	4	17	10	LIPO
A0A484I7M3	8	15	4	SP
A0A484I7W4	6	16	10	SP
A0A484I7Z3	10	18	9	SP
A0A484I852	11	21	6	SP
A0A484I8M2	4	18	8	SP
A0A484I9M5	20	13	4	SP
A0A484IB70	3	19	9	SP
A0A484ICR8	3	22	6	SP
A0A484IE44	2	14	6	SP
