Accession number	n-region count	h-region count	c-region count	SP type
V6AR79	4	19	4	SP
V6ARB6	3	18	3	SP
V6AS95	9	15	7	SP
V6AVG9	34	14	6	SP
V6ASP7	2	12	6	SP
V6ASQ4	2	17	7	SP
V6AT87	3	19	9	SP
V6AQV0	16	17	7	SP
V6ARD7	9	18	4	SP
V6ART3	2	11	9	SP
V6ATB1	3	17	5	SP
V6AU79	5	17	5	SP
V6AVA4	6	22	6	SP
V6AVA8	13	16	6	SP
V6AVT4	4	12	6	SP
V6AVU9	3	19	7	SP
V6AVY9	3	15	4	SP
V6AR11	5	20	8	SP
V6AS27	3	15	3	SP
V6ASQ3	6	17	6	SP
V6ATR3	3	12	6	SP
V6AUH8	5	16	12	SP
V6AUJ3	3	18	6	SP
V6AVY5	7	17	5	SP
V6ARD1	2	16	6	SP
V6ASQ6	3	17	3	SP
V6ASQ8	4	19	5	SP
V6ASR0	2	15	4	SP
V6ASR6	4	18	11	SP
V6ASS5	4	16	6	SP
V6AT23	2	13	5	SP
V6ATE4	5	17	7	SP
V6ATT0	2	14	6	SP
V6ATW7	3	19	5	SP
V6AUM0	5	17	4	SP
V6AVM3	2	8	5	SP
V6AQ91	2	9	4	SP
V6ASQ7	3	23	6	SP
V6ATG2	2	19	5	SP
V6AUY9	2	15	5	SP
V6AVP6	6	19	7	SP
V6ASG8	8	15	7	SP
V6AT31	4	13	5	SP
V6AVB1	4	17	7	SP
V6AVC1	3	15	6	SP
V6AVM2	2	18	5	SP
V6AVY2	2	7	3	SP
V6AR29	5	21	5	SP
V6AR30	3	16	6	SP
V6ARY4	2	16	7	SP
V6ASB9	2	18	4	SP
V6ASF8	2	11	6	SP
V6ASP8	22	15	5	SP
V6AT71	1	5	4	SP
V6ATY5	4	17	7	SP
V6AV20	11	14	4	SP
V6AVA6	5	17	6	SP
V6AVQ7	4	16	6	SP
V6AU28	4	17	7	SP
V6AU33	10	20	5	SP
V6AVN8	7	15	4	SP
V6AQH8	3	18	3	SP
V6AQM9	2	11	3	SP
V6ARE1	1	5	4	SP
V6ASE0	3	16	7	SP
V6AUV7	2	13	4	SP
V6AUW4	3	18	6	SP
V6AVW4	19	14	3	SP
V6AVX6	3	18	3	SP
V6AQL7	3	17	6	SP
V6AQN4	2	16	5	SP
V6AQZ0	2	15	5	SP
V6ARF8	3	18	6	SP
V6AS46	4	15	5	SP
V6AUW7	5	15	8	SP
V6AV52	4	18	6	SP
V6AQ83	5	15	6	SP
V6AQU7	10	14	4	SP
V6AQU8	15	18	3	TAT
V6AR76	2	17	5	SP
V6ARE8	14	18	5	SP
V6ARM1	3	17	5	SP
V6ASH9	15	15	5	SP
V6AT97	8	17	5	SP
V6AU67	3	14	5	SP
V6AUI4	4	21	12	SP
V6AUY8	5	15	4	SP
V6AR49	2	11	5	SP
V6AS14	2	17	5	SP
V6ASM3	2	18	6	SP
V6AUR1	11	21	7	SP
V6AUT2	3	20	4	SP
V6AV44	1	8	3	SP
V6AVG8	2	14	5	SP
V6AQB7	6	13	5	SP
V6ARI4	2	7	5	SP
V6ARP6	2	17	5	SP
V6AS92	3	15	4	SP
V6ASK1	3	14	6	SP
V6ASL2	4	22	5	SP
V6ATC5	2	13	5	SP
V6AUQ2	3	14	5	SP
V6AUU7	13	23	6	TAT
V6AV31	3	19	5	SP
V6AVF1	3	9	4	SP
V6AS47	3	10	7	SP
V6AT12	4	17	8	SP
V6ATJ8	2	17	4	SP
V6AU92	2	16	0	LIPO
V6AV04	8	23	5	SP
V6AV06	7	12	8	SP
V6AV34	3	18	9	SP
V6AVG1	33	15	4	SP
V6AS59	3	15	5	SP
V6ASA5	3	15	5	SP
V6ASE7	7	17	6	SP
V6ASI6	3	16	7	SP
V6AT64	3	14	5	SP
V6ATK5	4	14	6	SP
V6AV62	3	17	5	SP
V6AVI2	2	13	5	SP
V6AVR4	3	16	5	SP
V6AQL9	3	15	5	SP
V6AR44	2	15	4	SP
V6ARA2	4	14	6	SP
V6AS02	6	16	8	SP
V6AS55	3	15	5	SP
V6ATX5	15	16	4	SP
V6AUX8	2	13	4	SP
V6AVT9	3	14	3	SP
V6AQ90	2	16	6	SP
V6AQP1	2	17	5	SP
V6ARB1	17	17	7	SP
V6AT22	15	16	7	SP
V6ATG3	2	11	3	SP
V6AU58	17	12	7	SP
V6AU68	8	13	3	SP
V6AR50	2	9	5	SP
V6AR58	3	12	5	SP
V6AS57	26	17	5	SP
V6AST7	2	17	5	SP
V6AT41	3	13	3	SP
V6ATD4	2	13	4	SP
V6AU06	3	14	6	SP
V6AU37	10	16	5	SP
V6AUN8	0	15	7	LIPO
V6AVU2	6	17	4	SP
V6AQS0	2	13	4	SP
V6AS20	3	15	4	SP
V6AST5	2	14	5	SP
V6ASX7	3	15	5	SP
V6AUJ8	0	15	7	LIPO
V6AVK1	5	21	9	SP
V6AVL1	0	0	0	NO_SP
V6AR55	3	0	0	PILIN
