Accession number	n-region count	h-region count	c-region count	SP type
A0A256IIH0	2	8	10	SP
A0A256IQ89	10	20	4	TAT
A0A256IQU0	10	15	0	TATLIPO
A0A256IS55	36	16	0	TATLIPO
A0A256ID90	10	15	0	TATLIPO
A0A256IDC1	9	13	0	TATLIPO
A0A256IF78	6	21	6	TAT
A0A256IPS6	16	15	0	TATLIPO
A0A256IRJ4	13	16	0	TATLIPO
A0A256IKE0	3	17	8	SP
A0A256IGX2	23	17	5	SP
A0A256IJI3	11	17	11	SP
A0A256ID76	2	14	0	LIPO
A0A256IHN8	3	17	0	TATLIPO
A0A256IQ92	4	14	9	SP
A0A256IQA4	5	20	7	TAT
A0A256IHB7	24	15	0	TATLIPO
A0A256IIW1	5	14	7	SP
A0A256IJP9	13	15	6	SP
A0A256ID43	3	16	5	SP
A0A256IJ76	6	17	10	SP
A0A256IMG1	4	16	5	SP
A0A256IQ54	5	15	0	TATLIPO
A0A256ITA3	13	18	5	TAT
A0A256IIW2	22	18	1	TATLIPO
A0A256IMP7	22	15	0	TATLIPO
A0A256IN26	9	15	0	TATLIPO
A0A256IQR6	3	24	5	SP
A0A256IS04	16	18	5	TAT
A0A256IBT6	27	14	3	SP
A0A256ICF0	6	19	0	TATLIPO
A0A256IJ41	1	5	0	LIPO
A0A256IR18	5	17	5	TAT
A0A256IE82	4	15	12	SP
A0A256IHM1	2	11	3	SP
A0A256IHV2	1	5	0	LIPO
A0A256IIG4	15	16	0	TATLIPO
A0A256IMG4	3	17	0	LIPO
A0A256IS35	20	18	5	TAT
A0A256IHQ0	3	16	11	SP
A0A256IIU7	12	13	11	SP
A0A256IPV5	1	10	0	LIPO
A0A256IQU3	33	17	3	TAT
A0A256IFV0	5	16	0	TATLIPO
A0A256IFZ5	5	20	4	TAT
A0A256IJZ8	13	18	5	TAT
A0A256ING8	16	21	6	TAT
A0A256IT04	15	15	0	TATLIPO
A0A256IIA8	29	23	5	TAT
A0A256IKD3	5	17	0	TATLIPO
A0A256IS11	12	18	5	TAT
A0A256IKV7	17	15	0	LIPO
A0A256ILY9	22	16	3	TAT
A0A256IM13	20	18	5	SP
A0A256INR1	4	14	18	SP
A0A256IAR3	35	15	4	TAT
A0A256IBL0	15	21	0	TATLIPO
A0A256ICU5	10	19	6	SP
A0A256IE73	8	15	0	TATLIPO
A0A256IQA3	14	15	0	TATLIPO
A0A256IQV7	9	15	0	TATLIPO
A0A256IR54	21	16	6	TAT
A0A256IRZ5	12	18	5	TAT
A0A256IS42	11	15	0	TATLIPO
A0A256IBB0	19	18	5	SP
A0A256IJZ1	9	18	9	LIPO
A0A256IKB6	13	16	4	TAT
A0A256IR64	5	14	0	TATLIPO
A0A256IHZ5	26	16	3	TAT
A0A256IIJ8	21	16	0	TATLIPO
A0A256IJQ4	4	16	0	LIPO
A0A256IPG1	20	16	6	TAT
A0A256IS95	10	15	0	TATLIPO
A0A256IHR3	6	15	0	LIPO
A0A256IRL1	14	13	5	SP
A0A256IJJ4	23	16	7	SP
A0A256IMF1	2	16	12	SP
A0A256IN03	10	16	0	TATLIPO
A0A256INT7	5	15	0	TATLIPO
A0A256IPJ7	5	15	0	TATLIPO
A0A256IS32	5	18	5	SP
A0A256IIE1	3	19	6	SP
A0A256IM86	2	11	7	SP
A0A256INI3	9	15	0	TATLIPO
A0A256IPA5	5	20	4	TAT
A0A256IDF0	5	15	0	TATLIPO
A0A256IGV5	12	15	0	TATLIPO
A0A256IHS5	9	15	0	TATLIPO
A0A256IS24	8	17	4	TAT
A0A256IGJ9	15	16	5	SP
A0A256IJ80	13	15	0	TATLIPO
A0A256IJS2	5	14	0	TATLIPO
A0A256IKK5	26	18	2	TAT
A0A256IPE4	5	15	0	TATLIPO
A0A256IFL0	2	18	0	LIPO
A0A256IR63	2	13	9	SP
A0A256IGX9	3	14	0	LIPO
A0A256IM76	16	15	0	TATLIPO
A0A256IJ15	12	16	3	TAT
A0A256ILD9	16	15	0	TATLIPO
A0A256IRD2	8	16	7	SP
A0A256IAP5	7	15	0	TATLIPO
A0A256IBH0	3	16	7	SP
A0A256ID72	6	15	0	TATLIPO
A0A256IJT8	5	15	0	TATLIPO
A0A256IPB1	12	15	0	TATLIPO
A0A256IQP8	3	18	7	SP
A0A256IRK5	7	19	0	TATLIPO
A0A256IBZ8	4	17	4	SP
A0A256IED3	18	17	0	TATLIPO
A0A256IJE7	15	15	0	TATLIPO
A0A256IKT8	12	18	5	TAT
A0A256IKY5	6	20	9	SP
A0A256IFM6	5	15	0	TATLIPO
A0A256INL1	7	15	0	TATLIPO
A0A256ISC3	4	15	11	SP
A0A256IAR7	7	16	3	TAT
A0A256IKH1	6	15	0	TATLIPO
A0A256INY7	31	16	0	TATLIPO
A0A256IPA8	4	16	0	LIPO
A0A256IGF7	7	19	0	TATLIPO
A0A256IKG7	2	20	0	TATLIPO
A0A256IP49	8	15	0	TATLIPO
A0A256IP65	7	15	0	TATLIPO
A0A256IR17	6	22	5	TAT
A0A256ISR9	5	14	0	TATLIPO
A0A256IHK4	7	18	6	TAT
