Accession number	n-region count	h-region count	c-region count	SP type
A0A498GZW9	2	15	3	SP
A0A498H0F3	3	15	4	SP
A0A498H0U7	4	28	0	LIPO
A0A498H2Y8	3	15	3	SP
A0A498H3C9	2	9	3	SP
A0A498H3E2	4	17	0	LIPO
A0A498GZL0	6	16	5	SP
A0A498H221	5	18	5	SP
A0A498H286	3	16	4	SP
A0A498H2F6	3	19	0	LIPO
A0A498H3I7	6	18	0	LIPO
A0A498H4F5	2	14	0	LIPO
A0A498H0U6	5	21	6	SP
A0A498H3K1	2	21	0	LIPO
A0A498H3Q7	4	17	0	LIPO
A0A498H6M5	3	16	0	LIPO
A0A498GXM6	25	17	0	LIPO
A0A498H066	2	27	5	SP
A0A498H0Q1	5	13	7	SP
A0A498H273	4	14	6	SP
A0A498H2I3	9	19	0	LIPO
A0A498H339	3	19	0	LIPO
A0A498GYF2	5	12	6	SP
A0A498H122	16	16	5	SP
A0A498H2A9	4	14	3	SP
A0A498GZC4	3	19	0	LIPO
A0A498H005	2	17	3	SP
A0A498H3S2	3	18	3	SP
A0A498H4Y8	6	16	7	SP
A0A498H5R7	3	19	5	SP
A0A498H6B4	5	17	0	LIPO
A0A498H6X9	4	20	0	LIPO
A0A498GYJ7	2	20	4	SP
A0A498GZ47	4	16	0	LIPO
A0A498H0F0	10	15	6	SP
A0A498H0U0	2	16	7	SP
A0A498H248	3	7	5	SP
A0A498H595	4	16	5	SP
A0A498GY43	4	20	9	SP
A0A498GZ62	2	16	4	SP
A0A498GZD4	2	15	5	SP
A0A498GZD8	3	32	0	LIPO
A0A498GZT9	3	15	3	SP
A0A498H064	4	20	0	LIPO
A0A498H0E4	4	16	3	SP
A0A498H0Y8	7	17	0	LIPO
A0A498H1H8	5	15	5	SP
A0A498H2H6	5	14	5	SP
A0A498H395	2	14	0	LIPO
A0A498H075	3	16	4	SP
A0A498H1Y3	6	15	4	SP
A0A498H396	2	17	0	LIPO
A0A498H3P3	4	16	4	SP
A0A498H5J7	5	16	0	LIPO
A0A498GXT2	0	15	5	LIPO
A0A498H380	3	14	0	LIPO
A0A498H580	2	15	5	SP
A0A498GYB6	5	19	0	LIPO
A0A498GZE1	12	16	5	SP
A0A498H1T1	5	19	0	LIPO
A0A498H2N9	3	19	0	LIPO
A0A498H2R3	2	13	9	SP
A0A498H2U6	3	12	5	SP
A0A498H4E8	4	18	0	LIPO
A0A498H6V9	5	17	0	LIPO
A0A498GXX4	3	21	5	SP
A0A498GZH3	11	17	4	SP
A0A498H0A6	3	13	3	SP
A0A498H148	3	19	0	LIPO
A0A498H294	4	13	4	SP
A0A498H2D5	4	13	5	SP
A0A498H367	2	15	5	SP
A0A498H3J0	2	17	0	LIPO
A0A498H684	3	15	0	LIPO
A0A498GYF9	6	17	6	SP
A0A498H138	2	14	5	SP
A0A498H333	3	15	5	SP
A0A498H3G0	0	14	4	LIPO
A0A498H445	2	19	0	LIPO
A0A498H2K5	3	17	5	SP
A0A498H3R7	2	17	5	SP
A0A498GXG9	7	20	0	LIPO
A0A498GZQ5	3	14	4	SP
A0A498H151	2	20	0	LIPO
A0A498H1E3	2	6	5	SP
A0A498H1U3	3	16	4	SP
A0A498H2B8	4	18	0	LIPO
A0A498GY89	2	5	4	SP
A0A498H0M0	10	18	4	SP
A0A498H1J1	10	17	4	SP
A0A498H1W6	8	17	5	SP
A0A498H287	2	17	4	SP
A0A498H2A2	3	17	0	LIPO
A0A498H2R1	4	19	0	LIPO
A0A498H4M8	5	19	4	SP
A0A498GZQ1	3	16	0	LIPO
A0A498GZT0	2	10	4	SP
A0A498H024	2	12	0	LIPO
A0A498H1V3	9	13	5	SP
A0A498H416	4	14	6	SP
A0A498H234	7	17	0	LIPO
A0A498H2H2	11	16	6	SP
A0A498H4R0	6	18	0	LIPO
A0A498H4Z5	11	17	4	SP
A0A498H614	8	17	5	SP
A0A498GZV4	2	3	5	SP
A0A498H3X3	4	18	0	LIPO
A0A498H414	4	16	0	LIPO
A0A498H662	2	14	6	SP
A0A498H095	3	16	0	LIPO
A0A498H0Q5	3	16	0	LIPO
A0A498H363	3	13	9	SP
A0A498H4S4	2	8	6	SP
A0A498H720	4	19	0	LIPO
A0A498GYX1	3	14	5	SP
A0A498GZ30	2	19	0	LIPO
A0A498H0P7	4	18	0	LIPO
A0A498H3V3	1	3	4	SP
A0A498H4M2	3	11	7	SP
A0A498GVY8	4	16	5	SP
A0A498GY58	3	14	0	LIPO
A0A498GZS7	9	15	6	SP
A0A498H0F2	3	14	3	SP
A0A498H2Y0	2	11	5	SP
A0A498H401	3	19	0	LIPO
A0A498H422	3	11	5	SP
A0A498H432	2	32	5	SP
A0A498GZK0	4	18	0	LIPO
A0A498H189	4	15	4	SP
A0A498H327	3	15	6	SP
A0A498H1C6	2	13	7	SP
A0A498H1U6	2	18	0	LIPO
A0A498H2M9	3	15	0	LIPO
A0A498H6E6	4	28	8	SP
A0A498H168	7	0	0	PILIN
A0A498GYR7	10	0	0	PILIN
A0A498H0B1	10	0	0	PILIN
