Accession number	n-region count	h-region count	c-region count	SP type
G7WK52	4	13	5	SP
G7WLI5	3	16	4	SP
G7WNH1	23	17	5	SP
G7WPC4	2	14	5	SP
G7WPK5	2	7	6	SP
G7WQ47	2	18	3	SP
G7WQF0	3	14	3	SP
G7WQY5	3	18	5	SP
G7WR01	2	15	4	SP
G7WRC9	2	31	0	LIPO
G7WK25	2	16	5	SP
G7WKX0	3	17	0	LIPO
G7WL46	2	16	0	LIPO
G7WLD6	5	15	6	SP
G7WMK3	3	14	0	LIPO
G7WNH5	3	14	4	SP
G7WNH6	1	6	6	SP
G7WNL9	11	15	8	SP
G7WNQ5	4	17	0	LIPO
G7WPD1	3	13	5	SP
G7WPU8	4	13	5	SP
G7WPY1	5	13	5	SP
G7WQ58	3	13	5	SP
G7WQ68	4	13	4	SP
G7WQH5	7	13	6	SP
G7WRA3	4	16	5	SP
G7WKA0	34	46	0	LIPO
G7WLE0	2	13	5	SP
G7WMW3	4	18	4	SP
G7WNL8	2	9	3	SP
G7WP33	4	15	7	SP
G7WP43	5	18	4	SP
G7WP73	9	19	3	SP
G7WPK1	3	13	6	SP
G7WPZ1	3	13	5	SP
G7WQL1	3	14	5	SP
G7WRD0	2	12	6	SP
G7WJV9	3	13	5	SP
G7WKM5	4	11	6	SP
G7WLC7	2	15	4	SP
G7WLL2	2	11	5	SP
G7WLV1	2	17	5	SP
G7WMG1	23	17	3	SP
G7WMU8	5	16	3	SP
G7WNM7	2	11	5	SP
G7WNM8	3	16	0	LIPO
G7WPG7	2	14	6	SP
G7WQI6	3	12	6	SP
G7WQK7	5	13	5	SP
G7WRD1	24	12	5	SP
G7WKB0	20	14	8	SP
G7WKD5	0	14	7	LIPO
G7WM69	23	18	6	SP
G7WM70	2	15	4	SP
G7WN90	2	4	5	SP
G7WPH9	3	14	3	SP
G7WPY3	7	14	3	SP
G7WR35	3	14	0	LIPO
G7WR78	41	53	58	SP
G7WKD4	4	15	6	SP
G7WKZ2	3	19	5	SP
G7WMC3	3	20	0	LIPO
G7WMJ5	4	18	5	SP
G7WND0	28	16	5	SP
G7WNJ9	2	8	4	SP
G7WNW4	3	17	3	SP
G7WPC9	4	15	5	SP
G7WPJ6	3	12	5	SP
G7WQ46	3	20	3	SP
G7WQR0	4	16	5	SP
G7WQW1	3	16	5	SP
G7WQX7	13	14	4	SP
G7WQY6	3	20	6	SP
G7WK85	8	13	4	SP
G7WKV6	4	15	5	SP
G7WL71	6	14	5	SP
G7WLD5	3	9	5	SP
G7WLH7	7	13	7	SP
G7WN38	2	14	4	SP
G7WN42	3	17	4	SP
G7WNJ7	4	15	3	SP
G7WP76	2	12	5	SP
G7WPD7	5	14	6	SP
G7WPE4	4	20	5	SP
G7WQ97	8	17	3	SP
G7WQH2	4	10	8	SP
G7WRJ7	3	13	4	SP
G7WKC7	2	15	5	SP
G7WKI3	1	2	0	LIPO
G7WKS8	23	14	7	SP
G7WLR3	3	15	7	SP
G7WLS1	3	16	5	SP
G7WNB1	10	14	3	SP
G7WNP3	4	15	5	SP
G7WNW1	2	13	4	SP
G7WPN2	18	15	5	SP
G7WQ98	10	20	0	LIPO
G7WQD1	8	16	0	LIPO
G7WR93	3	13	3	SP
G7WJX3	3	15	5	SP
G7WKA2	2	14	4	SP
G7WN70	2	5	6	SP
G7WPK0	16	14	4	SP
G7WPN0	2	15	3	SP
G7WPX5	3	11	6	SP
G7WQ11	3	20	0	LIPO
G7WQ48	6	16	9	SP
G7WQU3	3	13	5	SP
G7WKA7	13	14	6	SP
G7WKH7	11	13	6	SP
G7WLL0	20	16	10	SP
G7WM07	3	19	6	SP
G7WN96	4	18	6	SP
G7WNH4	4	15	5	SP
G7WQK6	3	13	5	SP
G7WQL0	6	15	5	SP
G7WR25	3	11	6	SP
G7WRJ5	6	18	3	SP
G7WKC4	21	11	6	SP
G7WKG5	2	12	5	SP
G7WKG6	2	15	5	SP
G7WKQ6	3	17	4	SP
G7WML1	5	17	4	SP
G7WN37	3	15	7	SP
G7WN44	2	12	6	SP
G7WNH7	0	19	6	LIPO
G7WNR1	0	14	3	LIPO
G7WNW2	4	14	6	SP
G7WPE9	15	13	7	SP
G7WPY0	3	19	5	SP
G7WR86	5	14	5	SP
G7WKG4	3	11	4	SP
G7WKZ6	3	18	0	LIPO
G7WL91	2	8	5	SP
G7WLG6	4	14	3	SP
G7WLZ2	2	19	0	LIPO
G7WM30	2	20	4	SP
G7WMC7	28	14	6	SP
G7WNP4	28	13	4	SP
G7WP23	5	12	5	SP
G7WPI2	2	50	0	LIPO
G7WQK9	3	14	8	SP
G7WQQ2	2	18	5	SP
G7WR51	2	20	0	LIPO
G7WR54	4	12	7	SP
G7WJZ1	3	13	6	SP
G7WKT1	3	11	6	SP
G7WLC2	6	13	3	SP
G7WLK8	4	17	6	SP
G7WM37	5	14	5	SP
G7WMB3	18	19	4	SP
G7WMN0	2	9	5	SP
G7WNA3	4	15	4	SP
G7WP32	3	14	5	SP
G7WP79	4	15	5	SP
G7WP90	6	20	0	LIPO
G7WPR1	4	9	7	SP
G7WPU2	3	14	3	SP
G7WQI9	2	13	5	SP
G7WQT5	2	16	6	SP
G7WQZ1	4	13	5	SP
G7WRC8	14	14	5	SP
G7WJV6	2	15	5	SP
G7WK32	12	13	6	SP
G7WKC5	8	16	6	SP
G7WKD6	2	9	6	SP
G7WKI1	5	13	4	SP
G7WMZ6	3	12	3	SP
G7WNW7	3	17	4	SP
G7WPX1	4	17	4	SP
G7WQH8	3	14	6	SP
G7WJW8	2	8	8	SP
G7WK23	2	12	7	SP
G7WKM9	2	3	7	SP
G7WKQ8	3	12	5	SP
G7WL90	2	13	8	SP
G7WLK4	2	13	3	SP
G7WM45	2	12	6	SP
G7WMI5	2	10	7	SP
G7WMJ1	13	16	5	SP
G7WNM6	14	12	12	SP
G7WNN8	3	18	6	SP
G7WNR0	3	18	4	SP
G7WNU6	2	19	0	LIPO
G7WNV0	7	12	8	SP
G7WPA9	4	15	0	LIPO
G7WPY7	5	15	5	SP
G7WQB4	0	12	9	LIPO
G7WQE2	2	10	0	LIPO
G7WRJ6	3	16	3	SP
G7WRL7	4	13	4	SP
G7WJX4	3	20	4	SP
G7WK60	2	18	8	SP
G7WKP5	6	15	8	SP
G7WKW1	2	7	5	SP
G7WKW7	17	11	5	SP
G7WKX5	4	14	5	SP
G7WL19	0	18	3	LIPO
G7WL92	3	17	5	SP
G7WNH2	20	16	3	SP
G7WNW3	2	18	5	SP
G7WR03	38	49	51	SP
G7WJZ0	3	15	3	SP
G7WK00	18	15	5	SP
G7WKV4	3	18	0	LIPO
G7WKZ1	4	21	6	SP
G7WLH8	0	12	8	LIPO
G7WMI4	0	15	6	LIPO
G7WMU1	9	16	5	SP
G7WP07	2	18	6	SP
G7WPK7	2	11	6	SP
G7WPR3	2	8	5	SP
G7WQL4	9	18	7	SP
G7WQL7	3	17	3	SP
G7WKA3	2	13	6	SP
G7WKC8	15	18	4	SP
G7WKX2	3	16	4	SP
G7WLK9	24	16	5	SP
G7WN39	2	12	4	SP
G7WPF0	2	16	0	LIPO
G7WQ36	2	8	5	SP
G7WQK3	3	12	5	SP
G7WKD3	23	18	5	SP
G7WLE9	8	15	4	SP
G7WLF1	10	16	6	SP
G7WLF3	2	15	5	SP
G7WMV3	17	13	5	SP
G7WN17	2	10	5	SP
G7WN49	3	16	5	SP
G7WP61	29	13	5	SP
G7WP77	7	19	5	SP
G7WPE5	13	12	5	SP
G7WQF2	7	16	5	SP
G7WQZ0	3	19	14	SP
G7WKT0	8	10	6	SP
G7WKW3	3	15	9	SP
G7WL47	12	15	5	SP
G7WLF5	3	16	4	SP
G7WLZ1	3	18	4	SP
G7WM28	5	13	4	SP
G7WM29	4	13	4	SP
G7WMC6	3	18	5	SP
G7WNQ3	2	9	4	SP
G7WPH2	3	16	5	SP
G7WPT3	3	12	4	SP
G7WJX0	2	11	6	SP
G7WJX6	4	14	3	SP
G7WKS9	4	18	3	SP
G7WLV5	10	16	5	SP
G7WMU9	2	7	5	SP
G7WNW5	0	14	6	LIPO
G7WPB2	2	12	6	SP
G7WPY2	3	17	5	SP
G7WQZ3	4	11	5	SP
G7WJX2	9	16	3	SP
G7WK33	2	15	6	SP
G7WKA4	7	14	5	SP
G7WKI5	15	17	3	SP
G7WKZ3	1	6	4	SP
G7WM36	7	14	5	SP
G7WMJ8	3	18	7	SP
G7WMZ4	0	14	6	LIPO
G7WN12	13	16	4	SP
G7WN73	0	8	4	LIPO
G7WNH8	3	17	6	SP
G7WNI4	4	15	5	SP
G7WNZ0	5	12	6	SP
G7WPZ9	3	15	6	SP
G7WQ30	34	44	48	SP
G7WQI8	2	18	3	SP
G7WQZ5	14	14	5	SP
G7WJY9	5	17	7	SP
G7WM54	2	17	3	SP
G7WMZ5	4	14	5	SP
G7WN40	3	17	5	SP
G7WNP5	6	12	5	SP
G7WNR2	3	15	3	SP
G7WPX6	3	18	5	SP
G7WQ50	3	17	5	SP
G7WQM3	3	16	4	SP
G7WR27	13	19	3	SP
G7WKA8	7	18	3	SP
G7WKV5	24	11	6	SP
G7WN72	3	15	6	SP
G7WP60	7	18	4	SP
G7WPM1	2	12	7	SP
G7WPR4	2	13	5	SP
G7WPR6	3	14	5	SP
G7WPZ0	4	15	8	SP
G7WQK2	3	14	4	SP
G7WQL5	4	16	5	SP
