Accession number	n-region count	h-region count	c-region count	SP type
A0A554MTX9	10	19	5	TAT
A0A554MUS7	10	18	6	SP
A0A554MUZ1	4	17	6	SP
A0A554N831	20	16	4	TAT
A0A554NEG1	9	18	6	TAT
A0A554NFE6	5	15	0	TATLIPO
A0A554MUY4	2	8	22	SP
A0A554MVK3	12	19	0	TATLIPO
A0A554MW65	24	15	0	TATLIPO
A0A554MWN5	3	16	7	SP
A0A554N8C8	5	15	0	LIPO
A0A554NA37	3	16	0	LIPO
A0A554NAS2	26	22	4	TAT
A0A554NB73	18	16	5	TAT
A0A554NDB2	9	16	0	TATLIPO
A0A554MTU2	5	18	4	TAT
A0A554MVZ2	5	14	0	LIPO
A0A554MX31	8	15	0	TATLIPO
A0A554MXK2	6	16	5	TAT
A0A554N8G5	6	15	0	TATLIPO
A0A554N8N5	15	15	0	TATLIPO
A0A554NBC1	2	13	5	SP
A0A554NC75	5	16	0	TATLIPO
A0A554MUD7	6	15	3	SP
A0A554MW10	3	16	0	LIPO
A0A554MW86	5	16	4	TAT
A0A554MXV1	9	15	0	TATLIPO
A0A554NC14	11	20	3	TAT
A0A554MV21	5	20	0	LIPO
A0A554MW87	3	12	5	SP
A0A554NBL2	16	16	0	TATLIPO
A0A554NE92	7	14	0	TATLIPO
A0A554NED8	5	15	0	TATLIPO
A0A554NEI2	2	14	0	TATLIPO
A0A554NF93	3	17	5	SP
A0A554MTX8	8	14	5	TAT
A0A554MUP7	6	17	4	SP
A0A554MUV1	16	18	5	TAT
A0A554MWQ0	11	16	3	TAT
A0A554N8Q8	4	14	9	SP
A0A554NAP5	5	15	0	TATLIPO
A0A554NBU6	27	17	5	TAT
A0A554NDE6	3	28	5	SP
A0A554NEH6	3	34	0	LIPO
A0A554NET0	14	15	0	TATLIPO
A0A554NFT5	1	10	0	LIPO
A0A554MV64	33	15	0	TATLIPO
A0A554N7E5	5	18	0	TATLIPO
A0A554N7R7	3	18	5	SP
A0A554NA90	9	24	7	SP
A0A554NF52	5	21	4	TAT
A0A554MUH7	1	5	0	LIPO
A0A554NB44	14	17	6	TAT
A0A554NCQ8	5	23	4	SP
A0A554ND70	2	8	5	SP
A0A554NEN0	4	18	7	SP
A0A554MXG1	2	12	7	SP
A0A554MU07	31	16	0	TATLIPO
A0A554NBM1	5	15	0	TATLIPO
A0A554NCU5	10	20	11	SP
A0A554MXE1	25	19	4	TAT
A0A554N9M7	2	10	8	SP
A0A554NAJ2	23	18	0	TATLIPO
A0A554NBE2	6	16	3	TAT
A0A554NBL7	2	17	7	SP
A0A554NEA9	6	15	0	TATLIPO
A0A554NES8	5	17	8	SP
A0A554MVX8	2	18	0	TATLIPO
A0A554MWI9	13	15	4	TAT
A0A554MWV8	3	20	0	LIPO
A0A554MXE0	7	20	6	SP
A0A554MXE2	9	16	5	SP
A0A554MY46	3	15	0	LIPO
A0A554MZ56	16	19	5	TAT
A0A554N8D2	10	18	3	TAT
A0A554NA07	12	14	0	TATLIPO
A0A554NBC6	6	14	0	TATLIPO
A0A554MTS0	5	16	0	TATLIPO
A0A554MUJ9	8	16	0	TATLIPO
A0A554NCK5	2	7	6	SP
A0A554NCT0	3	16	5	SP
A0A554NEI5	4	14	0	LIPO
A0A554N8R0	5	18	11	SP
A0A554N902	7	18	4	TAT
A0A554N9P0	11	15	0	TATLIPO
A0A554NCN2	5	15	0	TATLIPO
A0A554ND90	2	20	9	SP
A0A554NEI8	5	14	0	TATLIPO
A0A554MU34	8	16	5	SP
A0A554MX24	11	15	0	TATLIPO
A0A554NGB7	9	22	4	SP
A0A554MVH6	21	18	5	TAT
A0A554MX83	27	17	3	SP
A0A554MY37	10	15	6	SP
A0A554N8G4	4	18	0	LIPO
A0A554N9J6	2	19	0	TATLIPO
A0A554NB37	12	16	0	TATLIPO
A0A554NB51	3	15	0	LIPO
A0A554NFD6	4	15	12	SP
A0A554MUS5	3	14	7	SP
A0A554MV08	2	6	6	SP
A0A554NBU8	11	16	0	TATLIPO
A0A554NF63	15	21	5	TAT
A0A554N7X7	2	17	6	SP
A0A554N8S7	4	13	6	SP
A0A554N8T0	17	16	0	TATLIPO
A0A554NCQ6	2	14	0	LIPO
A0A554ND11	12	20	4	SP
A0A554ND97	5	12	0	TATLIPO
A0A554NF41	13	18	7	SP
A0A554NFR9	9	15	0	TATLIPO
A0A554MW11	12	16	4	TAT
A0A554MWQ2	5	15	0	LIPO
A0A554MWR5	12	15	0	TATLIPO
A0A554MX37	16	16	4	TAT
A0A554MXX0	15	15	0	TATLIPO
A0A554N993	2	9	6	SP
A0A554NBQ8	6	16	11	SP
A0A554NBX2	3	13	7	SP
A0A554NCG3	5	18	0	TATLIPO
A0A554NCQ5	4	13	10	SP
A0A554NFG1	3	16	0	LIPO
A0A554NFZ4	10	16	0	TATLIPO
A0A554NA41	11	16	0	TATLIPO
A0A554NBN8	5	15	0	TATLIPO
A0A554NCE4	6	15	0	TATLIPO
A0A554NCG5	8	16	5	SP
A0A554NBD3	9	18	5	TAT
A0A554ND78	6	13	9	SP
A0A554MW27	5	16	6	SP
A0A554N9W9	11	17	4	TAT
A0A554NAC5	4	14	0	LIPO
A0A554NCF1	3	13	6	SP
A0A554N872	12	16	3	TAT
A0A554N8X6	3	18	6	SP
A0A554NB93	10	15	0	TATLIPO
A0A554MUS6	7	18	12	TAT
A0A554MVT8	23	15	0	TATLIPO
A0A554N7N7	18	15	0	TATLIPO
A0A554N8K8	4	12	4	SP
A0A554N924	1	13	0	LIPO
A0A554NA23	5	18	4	SP
A0A554NCM2	3	15	8	SP
A0A554NEN5	0	0	0	SP
A0A554MVN6	0	11	8	LIPO
A0A554MY29	14	15	0	TATLIPO
A0A554N9U8	7	18	6	TAT
A0A554NBW1	3	14	0	LIPO
A0A554NCS0	3	14	0	LIPO
A0A554NCS3	4	14	0	LIPO
A0A554NB56	3	15	5	SP
A0A554NCV6	5	14	7	SP
A0A554NBJ7	2	3	6	SP
A0A554NCB5	4	20	9	SP
A0A554ND32	32	19	5	TAT
A0A554MUY8	6	15	4	TAT
A0A554MV23	27	17	4	TAT
A0A554N9D2	7	15	10	SP
A0A554NA96	4	17	7	SP
A0A554NFG3	1	3	5	SP
A0A554NB20	4	15	5	SP
A0A554NC50	10	15	0	TATLIPO
A0A554NEU6	2	17	0	LIPO
A0A554N7V6	15	14	6	SP
A0A554NA09	20	18	5	TAT
A0A554NAJ3	13	15	0	TATLIPO
A0A554NEJ7	23	15	5	TAT
A0A554N8C3	6	15	5	SP
A0A554N9N7	5	15	0	TATLIPO
A0A554NCM1	16	15	6	SP
A0A554NE04	16	21	6	TAT
A0A554NES6	35	18	5	TAT
A0A554MTQ2	3	17	0	LIPO
A0A554MU30	21	21	4	TAT
A0A554MU70	21	16	5	TAT
A0A554MUJ0	8	17	0	TATLIPO
A0A554MWI3	18	18	5	TAT
A0A554N8R1	6	17	6	SP
A0A554N8R7	5	19	0	TATLIPO
A0A554N9N5	5	15	0	TATLIPO
A0A554NA42	5	13	0	TATLIPO
A0A554NEB7	3	15	0	LIPO
A0A554MUN8	21	18	5	TAT
A0A554N9D1	2	16	0	LIPO
A0A554ND51	16	14	0	TATLIPO
A0A554NDF3	1	5	0	LIPO
A0A554NG03	15	18	6	SP
A0A554MV15	6	16	0	TATLIPO
A0A554MX44	5	15	0	TATLIPO
A0A554N807	22	19	5	SP
A0A554NA54	4	15	0	LIPO
A0A554MTW9	10	14	6	SP
A0A554NA16	6	15	0	TATLIPO
A0A554NA48	12	18	6	SP
A0A554NCV0	4	13	8	SP
A0A554NFD4	2	14	7	SP
A0A554MTY1	17	14	5	SP
A0A554MVY5	3	19	7	SP
A0A554N8V0	8	16	5	TAT
A0A554NCW1	5	19	4	SP
A0A554NEI3	8	16	4	SP
A0A554NEL7	5	15	0	TATLIPO
A0A554NF38	3	15	0	LIPO
A0A554MVP9	2	14	5	SP
A0A554MXF8	32	19	5	TAT
A0A554NAI2	14	15	0	TATLIPO
A0A554NE19	3	15	9	SP
A0A554NE54	28	15	5	TAT
A0A554MXI6	8	0	0	PILIN
