Accession number	n-region count	h-region count	c-region count	SP type
A0A1D2QZH0	5	14	3	SP
A0A1D2R0F9	10	19	5	SP
A0A1D2R915	28	15	6	SP
A0A1D2R964	9	13	4	SP
A0A1D2QUL6	19	14	0	LIPO
A0A1D2QUV0	14	16	4	TAT
A0A1D2QX19	6	15	6	SP
A0A1D2QXW7	4	17	0	LIPO
A0A1D2R2F6	4	19	0	LIPO
A0A1D2R2Y2	4	12	6	LIPO
A0A1D2RC14	36	12	5	SP
A0A1D2QYL8	6	19	0	LIPO
A0A1D2QYV7	6	21	0	LIPO
A0A1D2R5D8	4	20	0	LIPO
A0A1D2R8H3	5	17	3	SP
A0A1D2R8I0	2	18	4	SP
A0A1D2R8Q1	8	10	3	SP
A0A1D2R8T3	4	14	5	SP
A0A1D2R9K6	4	15	6	SP
A0A1D2R9P6	4	14	5	SP
A0A1D2QXD5	13	17	6	SP
A0A1D2QZJ5	20	15	5	SP
A0A1D2QZJ6	9	18	3	SP
A0A1D2R1C0	4	16	4	SP
A0A1D2R867	0	15	0	LIPO
A0A1D2R8D3	4	13	8	SP
A0A1D2R941	9	18	6	SP
A0A1D2QX26	26	14	5	SP
A0A1D2QZ88	2	15	5	SP
A0A1D2QZY7	2	15	3	SP
A0A1D2R0S8	9	14	6	SP
A0A1D2R838	9	13	5	SP
A0A1D2RB93	4	18	0	LIPO
A0A1D2QUW7	29	15	5	SP
A0A1D2QYD0	9	17	0	LIPO
A0A1D2QZL1	2	16	6	SP
A0A1D2R194	20	18	4	SP
A0A1D2R1R7	4	18	7	SP
A0A1D2R557	6	19	0	LIPO
A0A1D2R8B6	12	16	4	SP
A0A1D2R8F3	5	14	3	SP
A0A1D2QY59	11	17	4	SP
A0A1D2QZS0	24	15	5	SP
A0A1D2R8L5	4	18	4	SP
A0A1D2QXX5	19	16	0	LIPO
A0A1D2QYZ1	3	13	6	SP
A0A1D2R082	8	15	8	SP
A0A1D2R6R5	3	15	4	SP
A0A1D2R849	3	16	5	SP
A0A1D2R8A8	11	19	0	LIPO
A0A1D2RAM4	6	16	0	LIPO
A0A1D2QUD9	2	17	6	SP
A0A1D2QYS7	4	13	4	SP
A0A1D2QZC8	9	12	6	LIPO
A0A1D2QZJ1	6	17	4	SP
A0A1D2R0J5	19	17	4	SP
A0A1D2R240	7	16	0	LIPO
A0A1D2R7M1	4	20	0	LIPO
A0A1D2R8M9	9	18	5	LIPO
A0A1D2R8P9	10	20	0	LIPO
A0A1D2R9C4	20	16	0	LIPO
A0A1D2RC96	31	16	5	SP
A0A1D2QX29	3	15	5	SP
A0A1D2QXM0	2	18	3	SP
A0A1D2QXU8	42	56	0	LIPO
A0A1D2QZM1	6	16	0	LIPO
A0A1D2R0Q5	3	11	4	SP
A0A1D2R7A3	7	15	0	LIPO
A0A1D2R8F2	21	21	0	LIPO
A0A1D2R8F9	3	14	5	SP
A0A1D2RA37	3	15	5	SP
A0A1D2RAB2	11	17	6	SP
A0A1D2RB41	12	13	5	SP
A0A1D2RBJ0	29	16	5	SP
A0A1D2QVK5	4	11	5	SP
A0A1D2QZE7	11	14	3	SP
A0A1D2R0D2	4	15	5	SP
A0A1D2R5S5	2	12	7	SP
A0A1D2R8A3	9	18	5	LIPO
A0A1D2RBY6	4	14	5	SP
A0A1D2QUL4	2	12	5	SP
A0A1D2QUV4	14	19	8	TAT
A0A1D2QY62	9	16	4	SP
A0A1D2QZD5	4	17	0	LIPO
A0A1D2QZQ1	2	18	3	SP
A0A1D2RA49	18	17	4	SP
A0A1D2RBY4	5	16	6	SP
A0A1D2R1L4	8	17	5	SP
A0A1D2R945	3	14	4	SP
A0A1D2R9A2	12	17	4	SP
A0A1D2RBG0	5	14	6	SP
A0A1D2QUT7	4	22	0	LIPO
A0A1D2QWN7	9	16	4	SP
A0A1D2QZB0	2	5	7	SP
A0A1D2R0C0	4	10	6	LIPO
A0A1D2R0I6	4	14	4	SP
A0A1D2R544	17	16	6	SP
A0A1D2R840	7	19	0	LIPO
A0A1D2QWA0	21	17	5	SP
A0A1D2QZB2	45	56	61	SP
A0A1D2R183	3	11	5	SP
A0A1D2R4J9	7	19	0	LIPO
A0A1D2RCJ2	17	13	4	SP
A0A1D2QVX7	10	19	6	SP
A0A1D2QWU4	7	26	0	LIPO
A0A1D2QXT0	3	15	5	SP
A0A1D2R0N8	11	17	0	LIPO
A0A1D2R0Q7	15	14	3	SP
A0A1D2R377	4	16	0	LIPO
A0A1D2R3D6	3	15	5	SP
A0A1D2R9I1	4	14	0	LIPO
A0A1D2RAM2	13	17	6	SP
A0A1D2RAS6	28	15	6	SP
A0A1D2QXE2	4	18	0	LIPO
A0A1D2QY53	6	17	0	LIPO
A0A1D2QZ16	17	18	6	SP
A0A1D2R2X3	7	12	5	SP
A0A1D2RB92	5	14	5	SP
A0A1D2QVR7	9	20	0	LIPO
A0A1D2QZN6	9	16	5	SP
A0A1D2R0B3	17	19	3	SP
A0A1D2R0F6	4	18	0	LIPO
A0A1D2QWT7	22	15	5	SP
A0A1D2QXJ2	19	15	6	SP
A0A1D2QXL6	2	18	3	SP
A0A1D2QY30	4	12	7	SP
A0A1D2QY67	4	17	0	LIPO
A0A1D2R8M6	13	15	4	SP
A0A1D2RC00	6	12	5	SP
A0A1D2R2V8	3	18	0	LIPO
A0A1D2R3C2	4	11	5	SP
A0A1D2R7Z6	6	16	5	SP
A0A1D2RAC7	5	13	7	SP
A0A1D2RB63	5	15	5	SP
A0A1D2QYG6	4	15	6	SP
A0A1D2QZ82	19	16	4	SP
A0A1D2QZC9	6	18	4	SP
A0A1D2R078	4	14	7	SP
A0A1D2R452	3	13	6	SP
A0A1D2RB08	9	17	6	SP
A0A1D2QZE4	5	17	0	LIPO
A0A1D2R1A9	5	17	6	SP
A0A1D2RCM6	17	20	6	SP
