Accession number	n-region count	h-region count	c-region count	SP type
A0A238VTU8	7	17	6	TAT
A0A238WT43	4	21	6	SP
A0A238X1Z0	9	16	0	TATLIPO
A0A238UMT3	16	18	9	TAT
A0A238V932	17	14	0	TATLIPO
A0A238VE17	5	16	0	TATLIPO
A0A238WB67	19	18	0	TATLIPO
A0A238X6Y7	11	19	0	TATLIPO
A0A238WCU4	22	15	0	TATLIPO
A0A238UU50	11	15	0	TATLIPO
A0A238V7X7	24	16	6	SP
A0A238W4B8	10	17	15	SP
A0A238WPJ3	9	13	0	TATLIPO
A0A238XB48	6	20	5	SP
A0A238XNC5	5	12	0	TATLIPO
A0A238Y2N6	7	16	0	TATLIPO
A0A238W590	11	21	5	SP
A0A238WSY6	5	15	5	TAT
A0A238WTH1	4	24	5	SP
A0A238VXV0	18	19	5	TAT
A0A238W600	5	15	0	TATLIPO
A0A238WCV7	11	15	0	TATLIPO
A0A238YG87	4	14	6	SP
A0A238VVD5	16	17	0	TATLIPO
A0A238WAZ9	6	16	7	SP
A0A238VDK9	7	14	0	TATLIPO
A0A238VYV6	5	19	0	TATLIPO
A0A238X446	5	18	0	TATLIPO
A0A238X9E0	14	15	0	TATLIPO
A0A238UWJ6	6	16	14	SP
A0A238V9E3	14	20	5	TAT
A0A238VQ54	4	19	6	SP
A0A238W4Q9	7	20	5	SP
A0A238UQ39	12	21	0	TATLIPO
A0A238VLZ3	3	15	0	LIPO
A0A238VNF9	15	16	0	TATLIPO
A0A238WVS4	24	23	5	TAT
A0A238UVI1	2	18	0	TATLIPO
A0A238VP00	5	10	7	SP
A0A238VX05	13	22	7	TAT
A0A238WGA2	2	18	0	TATLIPO
A0A238Y3N9	1	6	0	LIPO
A0A238Y3W4	17	19	6	SP
A0A238WC30	13	15	3	SP
A0A238WFW5	7	16	0	TATLIPO
A0A238XEN8	7	15	0	TATLIPO
A0A238W4V3	58	59	59	TAT
A0A238Y805	9	15	0	TATLIPO
A0A238VQE2	42	20	1	TAT
A0A238WHL2	40	18	1	TAT
A0A238Y0M4	16	18	6	TAT
A0A238UNG1	13	15	0	TATLIPO
A0A238VFS1	3	16	15	SP
A0A238VK85	35	16	0	TATLIPO
A0A238VL04	3	15	7	SP
A0A238VLE8	12	17	0	TATLIPO
A0A238VQ40	5	15	0	TATLIPO
A0A238XFH1	6	16	0	LIPO
A0A238X911	18	16	4	TAT
A0A238XWT8	2	15	0	LIPO
A0A238Y2A0	9	15	0	TATLIPO
A0A238YF67	3	15	0	LIPO
A0A238UNL7	3	15	7	SP
A0A238UXM7	3	13	0	TATLIPO
A0A238V6J4	19	16	0	TATLIPO
A0A238VD39	8	15	0	TATLIPO
A0A238VZ66	16	15	0	TATLIPO
A0A238WLP0	15	16	0	TATLIPO
A0A238Y850	12	16	0	TATLIPO
A0A238UTF7	7	12	0	TATLIPO
A0A238XTS1	5	20	4	TAT
A0A238YAH4	4	19	4	SP
A0A238UNX4	5	16	0	TATLIPO
A0A238UQL6	8	15	0	TATLIPO
A0A238WTI6	1	8	4	SP
A0A238UWJ0	5	15	6	TAT
A0A238WKD6	7	16	0	TATLIPO
A0A238X2L1	10	16	0	TATLIPO
A0A238VTF4	9	20	13	SP
A0A238WUL0	4	16	0	LIPO
A0A238Y6J6	9	12	0	TATLIPO
A0A238UP29	13	15	0	TATLIPO
A0A238UPJ6	6	17	7	SP
A0A238VKS5	10	18	7	TAT
A0A238VPT3	12	15	0	TATLIPO
A0A238WQT1	5	20	0	TATLIPO
A0A238WXQ7	14	15	0	TATLIPO
A0A238XN91	16	15	0	TATLIPO
A0A238WR85	6	14	8	SP
A0A238VAG0	17	15	0	TATLIPO
A0A238W4P9	6	18	7	SP
A0A238X924	5	18	5	TAT
A0A238XA29	6	16	0	TATLIPO
A0A238XYD6	8	15	0	TATLIPO
A0A238UQ89	5	15	0	TATLIPO
A0A238UWF5	11	15	0	TATLIPO
A0A238VBY7	10	15	0	TATLIPO
A0A238X871	2	15	4	LIPO
A0A238X967	5	19	5	TAT
A0A238XAY7	32	15	0	TATLIPO
A0A238XBD4	5	15	0	TATLIPO
A0A238Y0M1	5	13	0	LIPO
A0A238YCA9	10	19	0	TATLIPO
A0A238UQR9	3	17	0	TATLIPO
A0A238USR1	39	12	0	LIPO
A0A238WS84	2	17	0	LIPO
A0A238Y4Q8	7	21	5	SP
A0A238UKY5	20	15	0	TATLIPO
A0A238UUI3	16	15	0	TATLIPO
A0A238UV67	17	16	4	TAT
A0A238W3H4	11	16	4	TAT
A0A238W6B9	5	16	0	TATLIPO
A0A238W817	10	20	4	TAT
A0A238WDU5	6	18	4	SP
A0A238WV72	5	21	5	SP
A0A238X499	3	14	7	SP
A0A238Y1G4	7	16	0	TATLIPO
A0A238Y874	11	15	0	TATLIPO
A0A238VNQ7	5	15	0	TATLIPO
A0A238W9Q8	10	13	3	TAT
A0A238WPR9	4	16	10	SP
A0A238WS28	2	18	0	LIPO
A0A238XSQ1	30	15	0	TATLIPO
A0A238Y088	11	19	0	TATLIPO
A0A238V9Z3	8	15	0	TATLIPO
A0A238VCT2	7	14	0	TATLIPO
A0A238VKJ3	2	11	5	SP
A0A238WIX1	14	18	0	TATLIPO
A0A238XIM1	3	15	7	SP
