Accession number	n-region count	h-region count	c-region count	SP type
A0A1G9SDG3	13	16	0	TATLIPO
A0A1G9Y7S8	14	15	0	TATLIPO
A0A1G9ZG23	5	12	0	TATLIPO
A0A1G9ZHC6	8	14	0	TATLIPO
A0A1G9ZIH6	7	18	0	TATLIPO
A0A1G9ZTJ8	6	14	14	SP
A0A1G9SYX6	7	18	5	SP
A0A1G9TN06	8	15	0	TATLIPO
A0A1G9UFR8	20	15	5	TAT
A0A1G9UUL6	6	21	0	LIPO
A0A1G9VCH3	10	15	0	TATLIPO
A0A1G9VFS6	3	15	16	SP
A0A1G9W0D7	16	15	0	TATLIPO
A0A1G9WZF1	18	17	0	TATLIPO
A0A1G9XDX5	2	15	0	LIPO
A0A1G9XN27	7	15	4	SP
A0A1G9YHK4	11	19	4	TAT
A0A1G9Z2N8	3	15	0	LIPO
A0A1G9Z631	14	16	0	TATLIPO
A0A1G9ZAX8	8	18	0	TATLIPO
A0A1H0AYL6	11	16	4	TAT
A0A1G9UJS0	48	13	5	TAT
A0A1G9V411	4	15	0	TATLIPO
A0A1G9VD44	23	19	5	TAT
A0A1G9WIG5	11	12	0	TATLIPO
A0A1G9XS24	4	17	0	LIPO
A0A1G9YWQ7	5	18	4	TAT
A0A1G9Z737	10	15	0	TATLIPO
A0A1H0B858	5	17	5	SP
A0A1H0BJQ5	14	19	5	SP
A0A1G9UUA5	5	15	0	TATLIPO
A0A1G9VUT2	8	16	0	TATLIPO
A0A1G9W2W7	4	12	0	LIPO
A0A1G9WFB7	5	12	0	TATLIPO
A0A1G9WXF5	10	15	11	TAT
A0A1G9XFB8	5	16	4	TAT
A0A1H0A2G0	7	16	3	SP
A0A1G9SBX3	3	17	0	LIPO
A0A1G9T1N3	12	16	3	TAT
A0A1G9ZLN0	19	13	0	TATLIPO
A0A1H0A864	13	16	4	TAT
A0A1H0AMU9	3	17	3	SP
A0A1H0B0M3	13	16	0	TATLIPO
A0A1H0B3X8	5	15	0	LIPO
A0A1G9SA68	17	18	9	TAT
A0A1G9SBX7	5	19	5	SP
A0A1G9TPP9	4	16	0	LIPO
A0A1G9UG09	2	17	0	LIPO
A0A1G9VCM8	6	12	0	TATLIPO
A0A1G9WLM4	2	14	6	SP
A0A1G9ZE74	14	15	0	TATLIPO
A0A1H0BTC3	13	20	5	TAT
A0A1H0C1Z4	7	22	6	TAT
A0A1G9UF19	5	13	0	TATLIPO
A0A1G9V1T6	4	16	0	LIPO
A0A1G9VGN3	8	15	0	TATLIPO
A0A1G9WVF0	8	15	0	TATLIPO
A0A1G9XE59	9	17	0	TATLIPO
A0A1G9YQ72	12	19	4	TAT
A0A1G9YQM1	2	18	0	TATLIPO
A0A1G9Z078	13	17	3	TAT
A0A1G9T018	5	15	0	TATLIPO
A0A1G9UWC6	36	17	3	TAT
A0A1G9WKU1	5	15	0	TATLIPO
A0A1G9X0M5	8	18	5	TAT
A0A1G9XGE5	5	16	4	TAT
A0A1H0A7W0	7	14	5	TAT
A0A1G9TRL0	17	15	0	TATLIPO
A0A1G9UZJ0	7	15	0	TATLIPO
A0A1G9W4E4	9	15	0	TATLIPO
A0A1G9XI40	2	10	7	SP
