Accession number	n-region count	h-region count	c-region count	SP type
A0A1D3KZA9	3	15	6	SP
A0A1D3L0F0	4	16	4	SP
A0A1D3L1E2	24	18	3	SP
A0A1D3L283	13	12	6	SP
A0A1D3L3L7	8	19	5	SP
A0A1D3L132	4	14	7	SP
A0A1D3KZQ4	4	16	4	SP
A0A1D3L376	3	19	4	SP
A0A1D3KZB2	8	15	5	SP
A0A1D3L0E4	5	15	6	SP
A0A1D3L0F1	5	16	4	SP
A0A1D3L3R4	11	15	4	SP
A0A1D3L5U2	4	19	3	SP
A0A1D3L5Y0	7	18	6	SP
A0A1D3L0L2	1	5	16	SP
A0A1D3L0X5	8	18	4	SP
A0A1D3L1B3	3	17	6	SP
A0A1D3L1E4	4	14	5	SP
A0A1D3KZ81	0	16	4	LIPO
A0A1D3KZJ1	2	19	8	SP
A0A1D3L4K3	8	19	5	SP
A0A1D3KZL4	3	16	5	SP
A0A1D3L080	4	16	4	SP
A0A1D3L1Y0	3	15	6	SP
A0A1D3L302	6	13	5	SP
A0A1D3L4H4	3	17	3	SP
A0A1D3KZB3	0	15	6	LIPO
A0A1D3L040	28	18	6	SP
A0A1D3L1E3	3	16	5	SP
A0A1D3L2C8	4	14	6	SP
A0A1D3L4G2	4	14	5	SP
A0A1D3L1M5	3	16	5	SP
A0A1D3L201	3	19	0	LIPO
A0A1D3L2A7	2	14	5	SP
A0A1D3L2L7	11	16	5	SP
A0A1D3L2S3	4	17	0	LIPO
A0A1D3L429	2	8	7	SP
A0A1D3L539	3	14	8	SP
A0A1D3KZI5	3	17	0	LIPO
A0A1D3L2T0	0	14	5	LIPO
A0A1D3L3B0	3	18	0	LIPO
A0A1D3L3Z9	4	15	6	SP
A0A1D3L5Q8	18	12	3	SP
A0A1D3L133	2	7	5	SP
A0A1D3L1G0	2	9	7	SP
A0A1D3L1Q1	2	6	5	SP
A0A1D3L1Z1	8	18	5	SP
A0A1D3L3A9	5	14	8	SP
A0A1D3L0M9	4	15	5	SP
A0A1D3L0N2	11	16	5	SP
A0A1D3L165	9	14	5	SP
A0A1D3L1M3	15	16	3	SP
A0A1D3L255	6	14	4	SP
A0A1D3L3C2	3	16	4	SP
A0A1D3L4J7	24	14	7	SP
A0A1D3L0V8	5	21	0	LIPO
A0A1D3L198	5	14	6	SP
A0A1D3L2C5	2	10	8	SP
A0A1D3L2S4	3	16	6	SP
A0A1D3L2X6	17	20	5	TAT
A0A1D3L1B1	8	17	5	SP
A0A1D3L2H1	3	13	5	SP
A0A1D3L4A8	7	14	6	SP
A0A1D3KZI8	8	18	4	SP
A0A1D3L101	2	12	5	SP
A0A1D3L4D3	6	18	5	SP
A0A1D3L5C3	10	15	5	SP
A0A1D3KZ70	5	13	5	SP
A0A1D3L482	3	17	0	LIPO
A0A1D3L508	5	15	6	SP
A0A1D3KZ51	5	14	0	LIPO
A0A1D3KZT4	4	14	6	SP
A0A1D3L0H2	11	15	5	SP
A0A1D3L4D5	3	15	5	SP
A0A1D3L5H7	8	14	6	SP
A0A1D3KZL1	3	15	5	SP
A0A1D3L224	4	15	5	SP
A0A1D3L292	2	13	6	SP
A0A1D3L5W1	6	12	7	SP
A0A1D3KZL2	5	15	5	SP
A0A1D3KZN9	6	17	4	SP
A0A1D3KZV7	4	16	4	SP
A0A1D3L4C7	2	8	7	SP
A0A1D3L5S7	3	17	5	SP
A0A1D3KZE3	3	17	6	SP
A0A1D3L0K9	3	18	5	SP
A0A1D3L1B0	3	16	0	LIPO
A0A1D3L2E1	4	15	6	SP
A0A1D3L2W7	3	14	5	SP
A0A1D3L5M7	4	17	4	SP
A0A1D3KZN1	3	15	7	SP
A0A1D3L2R8	3	18	5	SP
A0A1D3L4S5	3	18	0	LIPO
A0A1D3KZU6	3	16	0	LIPO
A0A1D3L0T2	3	15	5	SP
A0A1D3L195	0	13	7	LIPO
A0A1D3L2M0	4	15	0	LIPO
A0A1D3L3W7	3	18	0	LIPO
A0A1D3KZH5	3	15	6	SP
A0A1D3L0Q1	3	16	7	SP
A0A1D3L2D5	1	6	5	SP
A0A1D3L3C8	6	19	6	SP
A0A1D3L5P9	7	16	5	SP
A0A1D3KZX2	4	15	5	SP
A0A1D3L360	0	0	0	NO_SP
A0A1D3L374	9	0	0	PILIN
A0A1D3L5J9	12	0	0	PILIN
A0A1D3L377	9	0	0	PILIN
A0A1D3L2G2	5	0	0	PILIN
A0A1D3L4F4	9	0	0	PILIN
A0A1D3L358	7	0	0	PILIN
A0A1D3L1Q4	12	0	0	PILIN
A0A1D3L2B3	9	0	0	PILIN
A0A1D3L244	13	0	0	PILIN
A0A1D3L254	6	0	0	PILIN
A0A1D3L253	10	0	0	PILIN
