Accession number	n-region count	h-region count	c-region count	SP type
B1L4A8	5	16	3	SP
B1L758	4	12	0	LIPO
B1L4H9	4	12	5	SP
B1L4I2	2	15	8	SP
B1L593	5	15	0	LIPO
B1L606	3	14	4	SP
B1L6G1	3	14	5	SP
B1L6H1	6	20	3	SP
B1L3B2	3	15	5	SP
B1L3J3	3	13	7	SP
B1L3Z4	4	16	5	SP
B1L4Q3	2	7	9	SP
B1L5A3	2	13	5	SP
B1L5J2	16	16	4	SP
B1L6B1	5	15	5	SP
B1L6X9	2	13	5	SP
B1L7P2	13	13	4	SP
B1L3I3	3	14	4	SP
B1L3J4	2	13	4	SP
B1L4F3	3	15	6	SP
B1L4N1	2	13	0	LIPO
B1L3Z6	3	10	6	SP
B1L4A7	4	13	3	SP
B1L5B8	37	46	50	SP
B1L7N6	3	14	5	SP
B1L474	15	15	4	SP
B1L4B5	3	12	5	SP
B1L4L6	2	15	4	SP
B1L5S6	4	18	5	SP
B1L7N4	2	13	3	SP
B1L3G7	2	8	3	SP
B1L3Q6	3	14	4	SP
B1L3W2	10	14	8	SP
B1L4A9	3	8	4	SP
B1L4D4	19	11	3	SP
B1L634	8	21	3	TAT
B1L6N1	6	15	5	SP
B1L4U8	4	14	3	SP
B1L648	4	13	0	LIPO
B1L7F3	5	15	4	SP
B1L7P0	3	13	4	SP
B1L5A2	4	11	5	SP
B1L5F3	3	16	4	SP
B1L5H3	3	15	6	SP
B1L5U1	3	12	8	SP
B1L615	2	18	5	SP
B1L668	4	11	7	SP
B1L6I9	3	14	3	SP
B1L7N2	3	14	4	SP
B1L7N8	2	15	4	SP
B1L3J5	2	14	3	SP
B1L5E1	3	11	6	SP
B1L5H6	2	13	4	SP
B1L732	4	14	4	SP
B1L496	3	15	3	SP
B1L5H9	2	14	4	SP
B1L5M6	5	16	3	SP
B1L5P1	2	15	4	SP
B1L757	3	16	4	SP
B1L3M0	24	12	5	SP
B1L577	2	16	5	SP
B1L3D0	3	19	4	SP
B1L3S5	3	11	8	SP
B1L4M3	2	14	3	SP
B1L5G8	5	18	3	SP
B1L6X0	3	15	7	SP
B1L3A3	4	20	4	SP
B1L579	3	15	4	SP
B1L5H5	9	14	3	SP
B1L6R2	3	15	3	SP
