Accession number	n-region count	h-region count	c-region count	SP type
A0A366M9V6	4	14	7	SP
A0A366MBR3	2	14	8	SP
A0A366ME52	2	9	7	SP
A0A366M873	6	16	5	SP
A0A366M9C9	9	15	5	SP
A0A366MA23	2	5	4	SP
A0A366MBI9	4	21	0	LIPO
A0A366MCL9	3	17	5	SP
A0A366M8U4	2	8	5	SP
A0A366MBP6	4	14	5	SP
A0A366M7Y0	33	16	5	SP
A0A366MD77	12	19	4	SP
A0A366MFY0	23	16	5	SP
A0A366MCL7	5	16	5	SP
A0A366MDY2	7	18	4	SP
A0A366MED2	2	15	5	SP
A0A366MEI6	2	5	4	SP
A0A366MF72	10	16	4	SP
A0A366MG40	10	15	4	SP
A0A366M8E0	8	15	5	SP
A0A366MCS5	1	11	5	SP
A0A366M8U2	4	15	5	SP
A0A366M944	2	10	3	SP
A0A366M9B3	1	5	7	SP
A0A366M9B5	3	16	4	SP
A0A366MBI5	7	15	5	SP
A0A366MBU4	5	15	3	SP
A0A366MDB9	22	17	0	LIPO
A0A366M9I0	11	18	5	SP
A0A366MAP3	3	18	5	SP
A0A366MEB2	2	6	5	SP
A0A366MFY5	7	18	3	SP
A0A366M7X1	4	10	4	SP
A0A366MAT3	5	17	5	SP
A0A366MBJ6	6	15	5	SP
A0A366M8P7	9	15	5	SP
A0A366M8V4	4	15	4	SP
A0A366MAA9	2	14	5	SP
A0A366MBJ7	2	14	5	SP
A0A366MBV4	7	18	5	SP
A0A366MDT6	2	12	7	SP
A0A366M9T5	1	1	9	SP
A0A366MAJ5	8	15	5	SP
A0A366MAK4	2	11	7	SP
A0A366ME23	5	15	6	SP
A0A366M7X0	7	17	4	SP
A0A366MDK2	8	16	5	SP
A0A366M8N1	6	16	4	SP
A0A366MAD3	4	16	6	SP
A0A366MCH7	4	16	5	SP
A0A366M8I8	6	9	6	SP
A0A366MA28	2	6	8	SP
A0A366MA30	6	16	4	SP
A0A366MFI3	10	16	6	SP
A0A366MBZ5	4	17	5	SP
A0A366M9L4	4	16	0	LIPO
A0A366MCJ1	13	15	5	SP
R9SIE9	7	17	0	LIPO
R9SJB8	6	15	5	SP
R9SLN9	5	13	5	SP
R9SIJ4	5	15	6	SP
R9SIK5	3	16	5	LIPO
R9SJC2	4	18	4	SP
R9SLN5	5	16	4	LIPO
R9SJ90	6	17	3	SP
R9SK54	7	16	4	SP
R9SKR3	4	16	4	SP
R9SLQ4	4	16	5	SP
R9SIC8	2	13	5	SP
R9SJI5	15	18	5	SP
R9SL17	6	15	5	SP
R9SLM3	2	7	5	SP
R9SKV0	6	15	5	SP
R9SMV4	5	15	4	SP
R9SHM7	7	16	4	SP
R9SJE9	7	16	4	SP
R9SJM4	4	15	7	SP
R9SHM1	19	19	0	LIPO
R9SK85	9	16	4	SP
R9SN53	3	14	10	SP
R9SIV7	3	18	7	SP
R9SKD8	13	18	4	SP
R9SKC1	6	15	5	SP
R9SKT0	4	15	4	SP
R9SL59	5	14	6	SP
R9SGT3	6	18	3	SP
R9SJK1	2	9	5	SP
R9SKJ7	6	14	5	SP
R9SK51	5	15	0	LIPO
R9SKJ2	5	14	6	SP
R9SKS8	4	20	3	SP
R9SJM8	6	16	4	SP
R9SL48	7	15	4	SP
R9SL82	9	15	5	SP
R9SMR0	5	15	5	SP
R9SP61	3	13	6	SP
